PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.UniProtIds	PG.ProteinNames	[1] ID106583_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[2] ID106559_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[3] ID106567_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[4] ID106555_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[5] ID106579_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[6] ID106563_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[7] ID106571_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[8] ID106584_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[9] ID106560_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[10] ID106568_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[11] ID106556_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[12] ID106580_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[13] ID106564_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[14] ID106572_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[15] ID106585_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[16] ID106561_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[17] ID106569_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[18] ID106557_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[19] ID106581_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[20] ID106565_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[21] ID106573_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[22] ID106586_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[23] ID106562_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[24] ID106570_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[25] ID106558_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[26] ID106582_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[27] ID106566_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[28] ID106574_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[29] IDSPQC_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[30] IDSPQC_02_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[31] IDSPQC_03_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[1] ID106583_01_MA10140C_6010_080323.htrms.PG.Quantity	[2] ID106559_01_MA10140C_6010_080323.htrms.PG.Quantity	[3] ID106567_01_MA10140C_6010_080323.htrms.PG.Quantity	[4] ID106555_01_MA10140C_6010_080323.htrms.PG.Quantity	[5] ID106579_01_MA10140C_6010_080323.htrms.PG.Quantity	[6] ID106563_01_MA10140C_6010_080323.htrms.PG.Quantity	[7] ID106571_01_MA10140C_6010_080323.htrms.PG.Quantity	[8] ID106584_01_MA10140C_6010_080323.htrms.PG.Quantity	[9] ID106560_01_MA10140C_6010_080323.htrms.PG.Quantity	[10] ID106568_01_MA10140C_6010_080323.htrms.PG.Quantity	[11] ID106556_01_MA10140C_6010_080323.htrms.PG.Quantity	[12] ID106580_01_MA10140C_6010_080323.htrms.PG.Quantity	[13] ID106564_01_MA10140C_6010_080323.htrms.PG.Quantity	[14] ID106572_01_MA10140C_6010_080323.htrms.PG.Quantity	[15] ID106585_01_MA10140C_6010_080323.htrms.PG.Quantity	[16] ID106561_01_MA10140C_6010_080323.htrms.PG.Quantity	[17] ID106569_01_MA10140C_6010_080323.htrms.PG.Quantity	[18] ID106557_01_MA10140C_6010_080323.htrms.PG.Quantity	[19] ID106581_01_MA10140C_6010_080323.htrms.PG.Quantity	[20] ID106565_01_MA10140C_6010_080323.htrms.PG.Quantity	[21] ID106573_01_MA10140C_6010_080323.htrms.PG.Quantity	[22] ID106586_01_MA10140C_6010_080323.htrms.PG.Quantity	[23] ID106562_01_MA10140C_6010_080323.htrms.PG.Quantity	[24] ID106570_01_MA10140C_6010_080323.htrms.PG.Quantity	[25] ID106558_01_MA10140C_6010_080323.htrms.PG.Quantity	[26] ID106582_01_MA10140C_6010_080323.htrms.PG.Quantity	[27] ID106566_01_MA10140C_6010_080323.htrms.PG.Quantity	[28] ID106574_01_MA10140C_6010_080323.htrms.PG.Quantity	[29] IDSPQC_01_MA10140C_6010_080323.htrms.PG.Quantity	[30] IDSPQC_02_MA10140C_6010_080323.htrms.PG.Quantity	[31] IDSPQC_03_MA10140C_6010_080323.htrms.PG.Quantity
O75822	EIF3J	Eukaryotic translation initiation factor 3 subunit J	O75822	EIF3J_HUMAN	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	29324.28515625	28472.791015625	29281.71484375	27964.607421875	27980.443359375	29486.525390625	27406.853515625	29417.32421875	28171.75	26180.65625	30932.392578125	28512.234375	29700.216796875	29481.3984375	30598.787109375	27328.265625	30828.193359375	29525.873046875	26739.587890625	30526.361328125	28478.056640625	25722.169921875	22625.271484375	24836.609375	25285.0859375	25472.369140625	25181.6015625	24632.4921875	26234.65625	26329.177734375	27373.58984375
O75832	PSMD10	26S proteasome non-ATPase regulatory subunit 10	O75832	PSD10_HUMAN	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	47604.609375	53735.65625	50204.78515625	51020.97265625	49138.7265625	48315.38671875	49463.4609375	37737.1328125	39988.34765625	38720.23046875	40331.66015625	37777.4453125	36864.88671875	38647.75390625	44605.87109375	44495.29296875	45389.3359375	43843.14453125	40012.484375	43242.5078125	45486.625	38662.87890625	41531.94921875	36462.09765625	40973.2890625	37375.84765625	39743.1953125	39232.484375	40398.3203125	41291.25390625	42614.34375
O75874	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	O75874	IDHC_HUMAN	9	9	9	9	9	10	10	9	10	10	9	8	10	10	9	9	10	10	10	10	8	9	10	9	8	9	9	9	9	9	9	56368.32421875	60513.953125	55617.75390625	57009.53515625	50157.046875	58236.54296875	61185.37109375	44316.52734375	47918.23046875	41369.6796875	45510.5	49300.15234375	44439.1640625	48238.4296875	45013.78515625	44878.13671875	36258.98828125	41750.20703125	42818.90234375	42244.92578125	40792.27734375	48088.86328125	42535.76171875	46278.61328125	45680.5859375	40258.703125	40043.3828125	45169.7890625	44441.78125	45688.6640625	45190.578125
O75882	ATRN	Attractin	O75882	ATRN_HUMAN	17	16	17	17	15	17	17	16	17	17	17	17	17	16	16	17	15	16	17	17	16	16	16	16	17	16	16	17	16	17	17	48337.68359375	48027.98828125	50637.5625	48008.09375	47894.9765625	47071.859375	49087.6328125	67659.8125	63552.5	67885.6484375	65379.3046875	72430.5234375	67225.1953125	70029.8125	51671.8828125	51429.953125	51823.625	51147.3125	57482.85546875	56432.62890625	54681.36328125	58999.984375	55333.53125	63434.21875	59471.98828125	68083.71875	62463.39453125	63434.71875	56689.97265625	56376.6328125	56206.265625
O75915	ARL6IP5	PRA1 family protein 3	O75915	PRAF3_HUMAN	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	24482.400390625	23509.216796875	23032.802734375	22145.462890625	24717.7265625	25076.177734375	26365.45703125	26459.24609375	29622.220703125	31620.755859375	28474.455078125	27428.57421875	29369.603515625	26695.697265625	28387.8359375	26028.529296875	27139.533203125	25471.974609375	23683.771484375	24376.068359375	27644.03125	27914.828125	29829.751953125	25578.29296875	26658.66796875	26098.693359375	24917.8359375	30647.181640625	17775.037109375	24645.978515625	26478.1015625
O75955	FLOT1	Flotillin-1	O75955	FLOT1_HUMAN	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	146070.3125	148197.53125	148638.109375	144564.734375	152431.015625	151345.109375	151327.171875	149049.40625	148377.015625	150966.71875	149090.890625	141074.5625	151321.09375	147912.359375	141830.984375	143878.90625	137001.421875	147260.84375	142444.421875	144505.9375	143714.796875	139790.625	123367.7265625	125367.7109375	132014.375	131222.015625	135350.0625	123851.90625	137512.265625	137554.1875	140482.5625
O76003	GLRX3	Glutaredoxin-3	O76003	GLRX3_HUMAN	11	11	11	11	11	11	10	11	10	11	11	11	11	11	11	11	10	11	11	11	11	10	11	11	11	11	10	11	11	11	11	72941.265625	73557.9296875	71893.71875	73877.2578125	73265.2265625	71374.890625	73879.203125	63864.2109375	64993.78515625	66820.5859375	66902.6484375	60618.8515625	64735.7578125	65005.34375	71747.2421875	64489.6875	67994.1953125	66822.2734375	70435.609375	68223.2109375	73717.7890625	62487.16796875	59190.51953125	60507.5078125	64779.2890625	61652.18359375	61680.23828125	60678.34375	62575.125	61778.6328125	65100.37890625
O76021	RSL1D1	Ribosomal L1 domain-containing protein 1	O76021	RL1D1_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69373.5234375	84652.4609375	53804.14453125	48907.14453125	70446	89014.53125	79534.734375	64600.015625	62635.69921875	78436.7421875	70212.2890625	55602.703125	54809.1796875	80403.7265625	60000.328125	52614.21484375	41257.0859375	51821.6875	59806.01953125	57917.765625	51348.08984375	90364.1015625	63004.484375	60545.83984375	61931.875	103723.953125	75942.9453125	97173.3515625	56538.859375	72088.9296875	60141.41015625
O76054	SEC14L2	SEC14-like protein 2	O76054	S14L2_HUMAN	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	23645.658203125	22613.55078125	23241.224609375	22479.548828125	20436.619140625	21081.28515625	23661.740234375	16667.75	18309.939453125	18889.919921875	17325.455078125	19939.78125	19552.994140625	20632.54296875	25217.83984375	25721.73046875	21714.693359375	22643.541015625	23156.78125	26835.36328125	22465.458984375	21234.11328125	25692.515625	25588.306640625	21166.380859375	27004.724609375	29947.01171875	28239.24609375	22025.75	21330.431640625	19993.205078125
O76075	DFFB	DNA fragmentation factor subunit beta	O76075	DFFB_HUMAN	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	35040.34375	49946.81640625	37880.14453125	33113.92578125	35077.7265625	38734.21484375	33873.38671875	52652.828125	57941.22265625	80075.7109375	45525.0546875	66279.4609375	60004.66796875	62853.8828125	45361.6953125	33251.0390625	40303.765625	44057.33203125	51262.22265625	34328.9140625	35778.5234375	44632.7890625	52838.26953125	64750.32421875	44998.31640625	48396.30078125	44960.2734375	54448.53515625	78016.8828125	41867.35546875	64404.28515625
O94903	PLPBP	Pyridoxal phosphate homeostasis protein	O94903	PLPHP_HUMAN	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	19932.603515625	19183.341796875	22978.287109375	19026.7734375	22137.990234375	19746.771484375	20907.361328125	17592.994140625	16345.0849609375	14593.6708984375	17342.32421875	18170.134765625	17428.41796875	17572.025390625	18945.0703125	20131.59765625	18254.94140625	18077.47265625	20176.455078125	18453.349609375	19183.59375	18879.65625	18562.533203125	16764.701171875	19943.4609375	17280.26953125	16709.294921875	21956.626953125	19038.791015625	17200.037109375	19798.41796875
O94919	ENDOD1	Endonuclease domain-containing 1 protein	O94919	ENDD1_HUMAN	6	6	5	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	26209.474609375	27078.41015625	28392.65625	28510.205078125	27172.201171875	28536.296875	27704.70703125	29202.27734375	32528.544921875	29164.279296875	32488.548828125	32266.345703125	30294.693359375	33539.5234375	27358.365234375	25648.595703125	26780.197265625	25252.59765625	26211.1953125	28471.9609375	26913.748046875	32567.12109375	31587.15234375	31294.302734375	31191.3828125	29630.60546875	32051.3671875	28683.791015625	29154.845703125	29609.08984375	28291.50390625
O95197	RTN3	Reticulon-3	O95197	RTN3_HUMAN	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9922.6982421875	10942.41015625	11483.6904296875	11839.8916015625	11854.0419921875	10239.1728515625	12171.9951171875	12554.47265625	11985.716796875	9174.1904296875	11871.9228515625	7570.642578125	10932.1123046875	12902.86328125	9905.275390625	11480.833984375	7277.923828125	10715.154296875	10568.19140625	12049.3291015625	12006.662109375	11166.2158203125	9339.5302734375	13005.3837890625	13301.783203125	13088.1142578125	11215.5078125	7483.6025390625	8243.1005859375	12442.615234375	10189.1669921875
O95336	PGLS	6-phosphogluconolactonase	O95336	6PGL_HUMAN	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	123661.03125	128078.75	135790.984375	130444.96875	131471.578125	127883.078125	122809.0234375	109830.4296875	111269.0546875	112133.53125	107213.4140625	108084.3359375	108269.8125	112599.984375	121865.1484375	117014.78125	119412.265625	118614.9921875	121006.125	118054.5234375	121574.21875	122643.75	151706.125	124290.265625	123590.046875	125918.953125	127780.8125	120916.09375	120965.484375	119017.9921875	117484.828125
O95352	ATG7	Ubiquitin-like modifier-activating enzyme ATG7	O95352	ATG7_HUMAN	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	11406.4912109375	9918.849609375	12519.4150390625	9606.16796875	10346.26953125	8618.228515625	11280.4833984375	11844.1103515625	9398.234375	11957.7109375	10191.46875	8394.2373046875	11514.69921875	10931.482421875	9900.2607421875	8677.7890625	11026.7421875	10892.5849609375	8549.6005859375	8861.3603515625	11103.013671875	11206.6953125	10963.1640625	10971.6884765625	11746.2470703125	7485.19970703125	11578.6728515625	10243.7158203125	9623.6943359375	11056.5087890625	12311.513671875
O95373	IPO7	Importin-7	O95373	IPO7_HUMAN	12	12	12	12	12	12	12	12	12	12	12	12	12	12	11	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	39995.578125	40713.7421875	37561.15234375	39979.171875	40438.97265625	38675.6171875	39723.12109375	36294.6640625	34983.8125	32918.6484375	34260.796875	32587.658203125	35046.46875	35180.52734375	36073.40625	34693.515625	34867.16015625	35491.91796875	36336.9296875	35598.40234375	34955.20703125	37721.44140625	34477.625	41287.35546875	36630.03125	37776.1953125	38614.375	35058.15234375	37361.01953125	34874.09375	35379.07421875
O95376	ARIH2	E3 ubiquitin-protein ligase ARIH2	O95376	ARI2_HUMAN	5	5	5	5	5	5	5	4	5	5	4	4	4	5	4	4	5	4	5	5	4	5	5	5	5	3	5	4	5	5	4	8984.4228515625	8493.236328125	8597.2255859375	8996.2705078125	9054.66796875	8140.0859375	8979.2421875	5356.5263671875	6291.46337890625	6254.9609375	7502.568359375	7581.5673828125	6548.96484375	7174.09033203125	7507.69384765625	8127.4462890625	8038.7705078125	8272.4453125	8072.568359375	8637.705078125	9055.0927734375	6827.54736328125	8349.58984375	7305.84814453125	7407.90673828125	7380.88037109375	7806.72119140625	7086.26318359375	7692.33544921875	6649.0908203125	7367.4794921875
O95433	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	O95433	AHSA1_HUMAN	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	15190.3671875	15583.8984375	13059.1982421875	14752.7109375	16402.96484375	14737.8798828125	12742.25	14545.779296875	12008.6552734375	13573.796875	13425.3681640625	16083.9130859375	16519.302734375	14650.556640625	17337.294921875	19037.4765625	17491.240234375	20013.916015625	20498.109375	16834.8046875	17666.416015625	14982.3203125	15046.5361328125	14695.6044921875	12876.8857421875	13486.5830078125	14415.95703125	13760.501953125	15760.2529296875	12852.8125	17643.173828125
O95445	APOM	Apolipoprotein M	O95445	APOM_HUMAN	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	86339.3046875	95063.390625	92171.0390625	87509.15625	89430.578125	90123.03125	95654.703125	144655.359375	141164.421875	144226.5625	131622	143684.984375	134808.265625	135319.359375	108313.828125	107106.015625	107286.03125	108220.5	108990.7890625	104844.2734375	108002.5859375	141086.734375	156709.1875	141487.671875	148406.40625	145520.53125	140444.046875	142535.375	117063.25	123746.7578125	125555.28125
O95456	PSMG1	Proteasome assembly chaperone 1	O95456	PSMG1_HUMAN	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	6302.3212890625	4352.48828125	553.906982421875	3918.13916015625	5707.12744140625	6290.64453125	4998.78955078125	5181.89404296875	2486.7353515625	5470.7607421875	3831.801025390625	3602.93896484375	4139.2392578125	4779.20556640625	4962.08544921875	5620.29736328125	5614.01806640625	5285.79541015625	2887.638916015625	3159.93408203125	4174.42626953125	1829.3460693359375	4472.82275390625	1690.5445556640625	3383.216552734375	5142.33740234375	3118.14208984375	5133.0283203125	4357.72607421875	4265.2138671875	5414.93896484375
O95477	ABCA1	Phospholipid-transporting ATPase ABCA1	O95477	ABCA1_HUMAN	1	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	14491.20703125	15933.4794921875	11806.9912109375	14845.39453125	12235.6328125	15440.0888671875	13992.138671875	24188.626953125	26916.7890625	24405.171875	24032.337890625	23256.2578125	26417.4140625	26113.875	102120.828125	99871.0625	100664.15625	101663.1171875	99811.40625	105982.484375	100144.1875	23667.103515625	17814.21875	23164.84765625	24242.025390625	23229.31640625	22610.736328125	21951.794921875	46852.50390625	45450.95703125	44005.06640625
O95478	NSA2	Ribosome biogenesis protein NSA2 homolog	O95478	NSA2_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7671.85693359375	6448.9501953125	7169.42431640625	6979.89892578125	7122.82861328125	6873.3876953125	6576.10498046875	8167.15869140625	7957.40478515625	8562.17578125	7524.20751953125	7235.43505859375	7287.99609375	6444.376953125	6800.5595703125	6349.6953125	7796.0546875	5923.6015625	6820.5029296875	6248.263671875	7397.56884765625	7410.607421875	7944.4873046875	6406.55859375	7422.14501953125	7486.34326171875	7395.69482421875	7710.18359375	5756.5078125	7253.79345703125	6963.54833984375
O95497	VNN1	Pantetheinase	O95497	VNN1_HUMAN	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3117.275390625	3008.050048828125	1869.767578125	3147.9716796875	3649.054443359375	2670.427490234375	3202.183837890625	3209.991455078125	3616.1533203125	2210.286376953125	3803.2744140625	3513.38818359375	3090.523193359375	3987.33056640625	3719.18896484375	3869.105712890625	5338.63818359375	6024.5517578125	5660.43701171875	5730.6865234375	6422.765625	6483.30810546875	4757.22509765625	6334.34619140625	8138.498046875	7382.41943359375	6255.11474609375	7963.07763671875	4975.654296875	3863.443115234375	4230.2373046875
O95630	STAMBP	STAM-binding protein	O95630	STABP_HUMAN	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	6664.2880859375	4787.61474609375	6615.81494140625	6054.6552734375	6952.23291015625	5221.939453125	5830.90380859375	5860.92822265625	5065.73046875	5224.07275390625	4443.07080078125	4091.1435546875	5063.7041015625	4578.96142578125	5368.8173828125	4511.74853515625	4487.29248046875	4702.5791015625	3056.0322265625	4619.10107421875	5311.73974609375	4764.1748046875	5572.291015625	3724.47119140625	6584.51806640625	1373.289794921875	5816.21435546875	4305.052734375	4317.3212890625	5068.947265625	4987.455078125
O95747	OXSR1	Serine/threonine-protein kinase OSR1	O95747	OXSR1_HUMAN	8	8	8	8	8	8	7	8	8	8	8	8	8	8	8	8	8	7	7	8	8	8	8	7	7	8	8	7	8	8	8	101855	99542.7265625	97551.921875	100623.3203125	107616.5390625	101764.2265625	100410.484375	80991.1171875	79631.6640625	81816.859375	89115.59375	83428.2734375	87634.78125	86406.6328125	84663.1015625	85125.34375	82459.5703125	86437.453125	92640.140625	89481.875	93065.2890625	88953.5078125	75315.6953125	94899.3203125	90962.8984375	88004.4765625	88065.4765625	91598.0625	88327.75	90568.640625	88571.3359375
O95782	AP2A1	AP-2 complex subunit alpha-1	O95782	AP2A1_HUMAN	14	14	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	46074.83203125	47519.83203125	47125.84765625	47492.90234375	46245.125	49714.109375	46665.8828125	36896.94921875	35132.13671875	34695.3984375	36057.38671875	34250.44921875	35253.83984375	38198.64453125	29837.40234375	31636.814453125	25687.361328125	30439.173828125	31493.822265625	27981.294921875	27637.3828125	42001.20703125	36702.40625	38946.25	39139.23046875	37182.16015625	42174.625	38289.921875	37302	35243.6015625	38785.296875
O95810	CAVIN2	Caveolae-associated protein 2	O95810	CAVN2_HUMAN	14	13	14	14	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	53745.4140625	47775.6875	51823.46484375	54854.9453125	49055.6875	53889.6875	51524.1015625	64905.16015625	61849.72265625	67348	67851.15625	54915.8515625	55162.0390625	56620.52734375	70208.484375	65592.515625	67499.140625	70350.46875	66620.578125	67394.421875	64042.4296875	62775.28515625	57184.1328125	62454.3359375	59563.28515625	58355.3828125	53394.0703125	58635.140625	59542.73828125	58921.48046875	59975.671875
O95866	MPIG6B	Megakaryocyte and platelet inhibitory receptor G6b	O95866	G6B_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3912.358154296875	4201.02685546875	5257.36279296875	3568.7216796875	5126.9013671875	4985.86865234375	3317.940673828125	6318.4775390625	4695.28076171875	4275.1318359375	7402.48828125	5575.9892578125	4809.50048828125	5451.5068359375	6425.93212890625	9360.208984375	6074.8212890625	7097.09521484375	5369.14990234375	9518.9951171875	21910.591796875	8745.41015625	9272.5908203125	7583.60107421875	10767.5078125	5433.8828125	6175.45703125	6923.5966796875	7771.369140625	5744.45849609375	7965.43505859375
O96007	MOCS2	Molybdopterin synthase catalytic subunit	O96007	MOC2B_HUMAN	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	5958.86669921875	NaN	5659.30224609375	NaN	7588.79833984375	NaN	6047.94140625	13290.9150390625	14815.29296875	13492.65625	19838.203125	16134.296875	14335.1669921875	14989.146484375	8730.947265625	8870.4755859375	NaN	11801.783203125	NaN	10384.1259765625	9455.56640625	12238.3955078125	NaN	20231.896484375	12909.8232421875	15701.5517578125	NaN	16452.94921875	NaN	12956.5126953125	NaN
P00001		concatemer	P00001	variant	68	73	73	71	72	70	72	81	84	80	81	82	80	82	74	76	83	79	74	82	77	71	70	72	72	70	71	73	96	98	95	898905.3125	842344.375	850521.75	890386.75	908534.8125	894483.125	856934.375	1583522.25	1648827.625	1740186.25	1697030.75	1769215.75	1641866	1639918.625	1280462.625	1276690.625	1248439.875	1257436	1299943.625	1268923.875	1296899.5	1530036.125	1277992.875	1560515.875	1486590.25	1574915.75	1506078	1532635.625	1253454.5	1225638.25	1261533.25
P00167	CYB5A	Cytochrome b5	P00167	CYB5_HUMAN	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	51771.64453125	50331.06640625	51166.6640625	50051.6015625	52392.34375	49631.125	50950.8203125	48127.3359375	44310.66015625	45432.28515625	43849.94140625	44882.26171875	45287	45352.3203125	59193.33203125	55286.76953125	57546.23828125	54981.67578125	56048.09375	59595.56640625	58705.7890625	52719.52734375	52899.2890625	48069.625	51205.26953125	51134.140625	49278.75390625	49303.98828125	48645.1640625	49570.83203125	51027.08984375
P00338	LDHA	L-lactate dehydrogenase A chain	P00338	LDHA_HUMAN	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	23	24	24	24	24	24	24	24	24	23	160698.28125	168640.78125	163180.390625	164417.1875	163775.046875	165665.03125	161365.03125	139073.859375	144043.234375	135631.90625	140802.078125	134759.25	137270.296875	146736.828125	133432.1875	137641.9375	137564.3125	142599.59375	142088.671875	141354.5	136708.84375	158599.328125	137929	152349.9375	150558.515625	149785.59375	159182.15625	154813.203125	147839.328125	144127.203125	141713.640625
P00352	ALDH1A1	Aldehyde dehydrogenase 1A1	P00352	AL1A1_HUMAN	43	44	44	44	44	42	44	44	44	43	44	43	44	42	44	44	44	44	44	44	44	42	44	40	44	43	44	43	44	44	44	394688.8125	410399.375	399096.875	406346.90625	388347.53125	401685.21875	393453.5625	367633.96875	373911.96875	371540.15625	385107.75	350990.0625	366807.21875	372726.875	367415.5625	377171.4375	365078.28125	373701.84375	362584.9375	368740.78125	370022.8125	320938.6875	313098.21875	321526.5625	322170.09375	305449.71875	320754.9375	309592.40625	355490.6875	354682.40625	363297.15625
P00387	CYB5R3	NADH-cytochrome b5 reductase 3	P00387	NB5R3_HUMAN	9	9	9	9	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	9	10	28170.1953125	30029.767578125	30743.921875	30377.1171875	31806.025390625	31398.15234375	30432.109375	46316.13671875	46844.41796875	48887.78125	48320.38671875	46641.8125	47934.73046875	46178.68359375	39339.36328125	39788.359375	39689.26171875	41153.234375	38157.203125	42172.76953125	36854.4609375	34294.328125	28817.966796875	34728.078125	33975.84375	37732.0234375	33669.265625	34880.84375	37025.90234375	38255.65625	38030.08203125
P00390	GSR	Glutathione reductase, mitochondrial	P00390	GSHR_HUMAN	18	19	20	20	18	18	17	19	19	20	20	20	19	20	19	18	20	19	18	19	19	18	18	18	18	19	19	20	18	20	20	70597.4453125	61721.2109375	59399.2734375	59609.1875	63364.234375	69021.6796875	61454.62890625	65527.84375	66341.578125	66186.578125	73599.0546875	68161.7734375	66569.1796875	67337.8203125	78966.4140625	68075.21875	74074.4765625	69657.8125	75121.1015625	70602.234375	76720.8203125	56138.86328125	46591.015625	55633.29296875	60733.171875	53982.0859375	54459.34765625	62456.8359375	63692.625	60922.828125	61940.3515625
P00403	MT-CO2	Cytochrome c oxidase subunit 2	P00403	COX2_HUMAN	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	8745.5966796875	11948.5888671875	NaN	7651.9404296875	11054.5419921875	NaN	8212.880859375	11098.15234375	9127.765625	9825.5419921875	12422.923828125	12970.775390625	9307.31640625	11707.62109375	14111.0498046875	NaN	17752.451171875	11685.78125	NaN	13754.4267578125	12201.99609375	13057.5166015625	10172.326171875	10508.5556640625	11496.1318359375	12923.7490234375	8939.091796875	9717.8125	11665.3681640625	12205.60546875	9021.8173828125
