PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.UniProtIds	PG.ProteinNames	[1] ID106583_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[2] ID106559_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[3] ID106567_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[4] ID106555_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[5] ID106579_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[6] ID106563_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[7] ID106571_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[8] ID106584_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[9] ID106560_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[10] ID106568_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[11] ID106556_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[12] ID106580_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[13] ID106564_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[14] ID106572_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[15] ID106585_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[16] ID106561_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[17] ID106569_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[18] ID106557_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[19] ID106581_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[20] ID106565_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[21] ID106573_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[22] ID106586_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[23] ID106562_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[24] ID106570_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[25] ID106558_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[26] ID106582_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[27] ID106566_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[28] ID106574_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[29] IDSPQC_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[30] IDSPQC_02_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[31] IDSPQC_03_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[1] ID106583_01_MA10140C_6010_080323.htrms.PG.Quantity	[2] ID106559_01_MA10140C_6010_080323.htrms.PG.Quantity	[3] ID106567_01_MA10140C_6010_080323.htrms.PG.Quantity	[4] ID106555_01_MA10140C_6010_080323.htrms.PG.Quantity	[5] ID106579_01_MA10140C_6010_080323.htrms.PG.Quantity	[6] ID106563_01_MA10140C_6010_080323.htrms.PG.Quantity	[7] ID106571_01_MA10140C_6010_080323.htrms.PG.Quantity	[8] ID106584_01_MA10140C_6010_080323.htrms.PG.Quantity	[9] ID106560_01_MA10140C_6010_080323.htrms.PG.Quantity	[10] ID106568_01_MA10140C_6010_080323.htrms.PG.Quantity	[11] ID106556_01_MA10140C_6010_080323.htrms.PG.Quantity	[12] ID106580_01_MA10140C_6010_080323.htrms.PG.Quantity	[13] ID106564_01_MA10140C_6010_080323.htrms.PG.Quantity	[14] ID106572_01_MA10140C_6010_080323.htrms.PG.Quantity	[15] ID106585_01_MA10140C_6010_080323.htrms.PG.Quantity	[16] ID106561_01_MA10140C_6010_080323.htrms.PG.Quantity	[17] ID106569_01_MA10140C_6010_080323.htrms.PG.Quantity	[18] ID106557_01_MA10140C_6010_080323.htrms.PG.Quantity	[19] ID106581_01_MA10140C_6010_080323.htrms.PG.Quantity	[20] ID106565_01_MA10140C_6010_080323.htrms.PG.Quantity	[21] ID106573_01_MA10140C_6010_080323.htrms.PG.Quantity	[22] ID106586_01_MA10140C_6010_080323.htrms.PG.Quantity	[23] ID106562_01_MA10140C_6010_080323.htrms.PG.Quantity	[24] ID106570_01_MA10140C_6010_080323.htrms.PG.Quantity	[25] ID106558_01_MA10140C_6010_080323.htrms.PG.Quantity	[26] ID106582_01_MA10140C_6010_080323.htrms.PG.Quantity	[27] ID106566_01_MA10140C_6010_080323.htrms.PG.Quantity	[28] ID106574_01_MA10140C_6010_080323.htrms.PG.Quantity	[29] IDSPQC_01_MA10140C_6010_080323.htrms.PG.Quantity	[30] IDSPQC_02_MA10140C_6010_080323.htrms.PG.Quantity	[31] IDSPQC_03_MA10140C_6010_080323.htrms.PG.Quantity
Q99816	TSG101	Tumor susceptibility gene 101 protein	Q99816	TS101_HUMAN	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	4834.71728515625	6132.64892578125	3547.757080078125	6437.09423828125	6533.4853515625	5385.62646484375	6177.125	2711.697998046875	2405.385009765625	2469.443603515625	4977.52490234375	2563.090576171875	2511.1796875	272.4823913574219	4579.50537109375	2198.240234375	5153.97265625	4394.86962890625	3864.177734375	3648.613525390625	3641.5224609375	2559.223388671875	4133.513671875	1435.25341796875	2576.001953125	1839.389404296875	2022.21630859375	1745.0263671875	3184.24560546875	4707.4326171875	3622.49462890625
Q99829	CPNE1	Copine-1	Q99829	CPNE1_HUMAN	6	6	6	6	6	6	6	5	6	6	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	19696.078125	21306.744140625	22074.072265625	22503.6328125	21068.75390625	19281.08984375	22171.267578125	19322.048828125	20989.037109375	19233.466796875	18156.640625	18943.076171875	19739.53125	19274.126953125	27260.4609375	25892.857421875	25508.650390625	25917.822265625	27750.765625	27465.23046875	27737.146484375	26938.9921875	28922.966796875	26244.322265625	30750.22265625	28918.271484375	26252.775390625	28318.828125	22151.18359375	24524.271484375	24113.07421875
Q99832	CCT7	T-complex protein 1 subunit eta	Q99832	TCPH_HUMAN	24	24	24	24	24	24	24	23	24	23	22	23	23	24	23	24	23	23	21	23	23	24	22	23	24	23	23	24	24	24	24	346514.78125	361191.28125	356829.15625	348409.53125	365783	352665.53125	343371.75	244750.9375	253889.5	251790.8125	259634.84375	248447.96875	260195.09375	262610.71875	246419.015625	256940.28125	247306.4375	256810.828125	262169.25	250339.609375	250742.484375	308890.46875	261775.359375	291928.3125	286274.5625	292723.25	300907.59375	288971.5	278719.03125	283808.53125	278022.3125
Q99933	BAG1	BAG family molecular chaperone regulator 1	Q99933	BAG1_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21970.166015625	17034.220703125	17213.390625	17903.08984375	20762.271484375	18092.90234375	19498.142578125	17542.5390625	13934.5166015625	19326.8671875	15585.623046875	17889.109375	17989.697265625	16109.7255859375	18226.419921875	18788.53515625	18162.716796875	18745.123046875	19303.48046875	19952.419921875	19210.765625	14594.73828125	14707.287109375	14568.44921875	19934.162109375	11871.8642578125	16136.966796875	17753.791015625	19945.513671875	19074.505859375	17296.837890625
Q9BPX5	ARPC5L	Actin-related protein 2/3 complex subunit 5-like protein	Q9BPX5	ARP5L_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	7003.1396484375	8691.8896484375	9347.33203125	9021.92578125	7527.58154296875	6171.890625	9511.7744140625	11428.2509765625	10343.4697265625	10339.1494140625	7838.81640625	13898.001953125	7291.53125	8969.8876953125	10224.5546875	9503.287109375	8702.9677734375	11419.3935546875	8367.08984375	11147.65234375	8753.953125	9874.7041015625	10064.8203125	8447.4072265625	13416.7783203125	7190.791015625	10191.908203125	12003.615234375	NaN	8487.2119140625	10320.181640625
Q9BQA1	WDR77	Methylosome protein WDR77	Q9BQA1	MEP50_HUMAN	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	4	5	5	5	5	5	5	4	5	5	5	38714.02734375	33535	35151.8359375	33654.6953125	37602.0546875	34920.0546875	34448.375	29886.65234375	29073.333984375	28229.67578125	30923.5390625	29619.771484375	32807.5078125	29914.861328125	32157.431640625	31564.103515625	32233.74609375	33209.04296875	34158.01953125	32271.576171875	33966.0234375	29995.9296875	28535.794921875	29209.279296875	32755.216796875	30984.619140625	28171.8828125	30729.328125	32856.23828125	31628.87890625	34479.4453125
Q9BRA2	TXNDC17	Thioredoxin domain-containing protein 17	Q9BRA2	TXD17_HUMAN	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	86593.34375	87714.53125	89590.84375	86563.1015625	83814.0859375	82935.046875	88927.5703125	76555.5234375	71031.609375	76760.703125	75810.21875	73838.375	77472.8203125	75728.703125	79908.9375	82847.3046875	83658.2421875	76591.5234375	81232.171875	81367.40625	81544.9921875	71771.140625	75703.3046875	72196.8359375	71038.3515625	70147.8125	71760.1640625	72106.0625	72165.828125	75048.6171875	79002.4921875
Q9BRF8	CPPED1	Serine/threonine-protein phosphatase CPPED1	Q9BRF8	CPPED_HUMAN	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	8817.3291015625	6499.8408203125	5264.8818359375	6527.0263671875	7302.2666015625	8343.2734375	8432.4169921875	4392.4228515625	4144.52978515625	7572.91650390625	9639.576171875	7933.65380859375	7420.6494140625	5152.845703125	7571.39794921875	8214.9482421875	7841.7099609375	7717.4638671875	10798.552734375	7167.1015625	8816.751953125	6950.28369140625	3817.79052734375	9882.6875	8159.7158203125	8753.4775390625	8889.875	8300.6513671875	8013.58837890625	6673.41943359375	8451.9267578125
Q9BRP8	PYM1	Partner of Y14 and mago	Q9BRP8	PYM1_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3313.390380859375	5920.8505859375	4382.38525390625	6560.90478515625	5761.56396484375	3461.517578125	4325.759765625	5475.6259765625	5438.150390625	4720.04833984375	3427.189208984375	3362.872802734375	3837.461669921875	2493.851318359375	3284.39453125	3735.3388671875	5068.95068359375	4188.63330078125	5185.60498046875	5001.16015625	4393.9404296875	3264.362548828125	5409.6552734375	3846.098388671875	3627.993408203125	3975.45556640625	2854.3857421875	2733.454833984375	3803.43603515625	5431.1064453125	3674.94189453125
Q9BRT3	MIEN1	Migration and invasion enhancer 1	Q9BRT3	MIEN1_HUMAN	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	38857.48046875	37720.0234375	36052.83984375	42122.18359375	49370.64453125	38459.5078125	38429.80859375	42766.30078125	50628.5234375	40474.453125	53795.9453125	50048.15234375	54909.98828125	46076.38671875	37533.421875	46392.890625	38604.9765625	42854.48828125	33764.5390625	37004.85546875	48603.38671875	44634.3515625	44797.265625	42036.859375	50120.640625	50040.5390625	44579.4921875	46195.3046875	43701.59375	40389.0546875	37943.25390625
Q9BS40	LXN	Latexin	Q9BS40	LXN_HUMAN	5	5	5	5	5	6	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	5	6	156500.859375	152386.3125	159015.03125	160078.5625	156973.828125	152355.25	159115.65625	144316.109375	143067.734375	143983.5625	136973.234375	136915.28125	132379.828125	143792.578125	131917.375	126814.453125	135568.328125	121818.34375	133490.46875	123625.40625	137206.265625	130859.46875	113425.7734375	132774.453125	128069.0625	122570.5	133665.78125	124660.796875	133589.265625	134710.75	133572.890625
Q9BSF0	C2orf88	Small membrane A-kinase anchor protein	Q9BSF0	SMAKA_HUMAN	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	7815.3037109375	2776.6416015625	NaN	2113.3408203125	NaN	NaN	NaN	4366.689453125	8337.8623046875	7196.3486328125	6786.80859375	9611.380859375	9446.1005859375	6020.8095703125	NaN	NaN	NaN	NaN	NaN	NaN	4441.025390625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6931.07421875	3264.11328125	4457.43701171875
Q9BSL1	UBAC1	Ubiquitin-associated domain-containing protein 1	Q9BSL1	UBAC1_HUMAN	20	19	18	20	19	20	20	19	20	19	20	20	18	20	19	19	20	19	19	19	20	19	20	20	19	20	18	20	19	20	20	74299.28125	77058.3515625	77155.5546875	74479.65625	75420.25	70770.6953125	73035.203125	63699.3046875	66468.53125	69657.125	70990.546875	68333.1015625	68302.640625	70618.4140625	73457.7734375	74646.0234375	74214	76986.40625	74504.734375	73434.5625	75017.84375	73987.296875	64994.2578125	77303.25	72226.25	71164.6796875	71777.875	74105.7890625	71146.09375	69946.421875	73929.8671875
Q9BT73	PSMG3	Proteasome assembly chaperone 3	Q9BT73	PSMG3_HUMAN	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	17267.2265625	17307.55859375	17161.6171875	18333.54296875	17956.28515625	17162.271484375	17982.828125	16046.4072265625	15232.03515625	15641.9521484375	15104.400390625	14839.6083984375	15615.0126953125	14748.22265625	17392.22265625	18382.341796875	17659.576171875	18195.626953125	17265.673828125	17819.24609375	18118.837890625	16961.1171875	12391.681640625	14222.576171875	15892.1259765625	16588.76953125	14991.6953125	14879.9912109375	14757.2421875	14619.4482421875	15107.1552734375
Q9BT78	COPS4	COP9 signalosome complex subunit 4	Q9BT78	CSN4_HUMAN	16	17	17	17	16	15	17	17	17	17	17	17	17	17	16	17	17	17	16	16	16	16	16	17	17	17	17	16	17	17	17	68311.7578125	68119.2578125	68924.46875	66418.7265625	69386.578125	66831.4609375	62625.546875	61465.9609375	61582.68359375	64679.69140625	66473.125	63574.98046875	64252.43359375	64624.9296875	62606.10546875	57569.84765625	59601.140625	61616.83203125	60646.671875	59375.7890625	60285.30078125	58459.37890625	60360.625	59437.06640625	65582.0703125	62247.24609375	63322.1484375	57320.1796875	62906.08984375	59728.2734375	61134.37890625
Q9BTM9	URM1	Ubiquitin-related modifier 1	Q9BTM9	URM1_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	11441.8154296875	11498.267578125	11870.078125	7646.19287109375	19247.720703125	16828.974609375	15543.62890625	11192.5712890625	14278.9990234375	14964.3447265625	15780.595703125	16734.126953125	15405.2138671875	10962.3515625	14135.7451171875	11942.2802734375	NaN	9514.0791015625	14175.771484375	10370.7333984375	15509.5546875	11685.5126953125	NaN	15278.927734375	14348.9609375	15250.9736328125	14144.396484375	14841.947265625	13225.779296875	11890.0478515625	11455.978515625
Q9BTU6	PI4K2A	Phosphatidylinositol 4-kinase type 2-alpha	Q9BTU6	P4K2A_HUMAN	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	4547.54736328125	4990.38525390625	2574.512939453125	2148.6279296875	4803.2451171875	1809.69775390625	NaN	4193.0302734375	4212.04443359375	5063.26123046875	5076.89501953125	3352.7421875	3332.22998046875	5560.70703125	4940.64599609375	2184.734130859375	NaN	1756.0936279296875	2188.7939453125	NaN	3263.372802734375	5934.09619140625	4982.50439453125	4001.338623046875	4018.240478515625	3431.05322265625	4896.015625	2899.685546875	3924.371826171875	3909.1435546875	4697.58837890625
Q9BUL8	PDCD10	Programmed cell death protein 10	Q9BUL8	PDC10_HUMAN	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	16847.21875	16295.4697265625	15237.0498046875	13060.65234375	15651.8623046875	16260.0185546875	14652.8330078125	15812.646484375	14373.0439453125	13102.931640625	13167.67578125	11716.5205078125	12027.66015625	15612.71875	10355.0810546875	14397.6474609375	10783.431640625	11896.8701171875	15670.7373046875	11737.01953125	13743.064453125	12738.384765625	13393.5849609375	17372.58984375	15202.32421875	7119.89990234375	11494.4580078125	9864.767578125	16794.154296875	11955.4189453125	13916.5224609375
Q9BUN1	MENT	Protein MENT	Q9BUN1	MENT_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8152.28173828125	8228.3642578125	7272.478515625	9915.2099609375	7236.69287109375	8603.888671875	6516.87158203125	10104.822265625	8928.7431640625	10846.208984375	9647.337890625	11541.7265625	5373.3212890625	7973.4833984375	7036.669921875	10094.25	9412.8271484375	8637.771484375	6949.4775390625	8418.9091796875	6110.578125	9146.6494140625	8190.9970703125	8825.1396484375	6974.72509765625	8538.9443359375	9778.3193359375	10479.451171875	8555.88671875	9366.697265625	9438.201171875
Q9BV20	MRI1	Methylthioribose-1-phosphate isomerase	Q9BV20	MTNA_HUMAN	5	5	5	5	5	5	5	5	4	4	5	5	5	5	5	5	5	5	5	4	5	4	5	4	3	4	5	5	5	5	4	25835.064453125	27690.345703125	25718.625	26050.892578125	28287.375	26507.265625	23553.912109375	20611.595703125	22988.658203125	19377.47265625	20297.25390625	23823.017578125	20518.5859375	23922.91015625	16885.966796875	14652.7353515625	16489.9765625	16587.16796875	15724.294921875	18817.900390625	17181.703125	16076.08984375	13576.4375	15060.4892578125	9262.72265625	17181.77734375	15689.9013671875	16611.490234375	19406.435546875	19969.3359375	20690.115234375
Q9BVJ7	DUSP23	Dual specificity protein phosphatase 23	Q9BVJ7	DUS23_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20184.890625	20011.060546875	19143.8828125	21515.7890625	20214.458984375	22354.697265625	17993.978515625	19886.943359375	22694.765625	17790.208984375	20721.431640625	20686.29296875	19887.69921875	19611.29296875	20512.607421875	21253.736328125	19595.404296875	18775.216796875	20844.341796875	20418.44921875	17038.59765625	20760.578125	19924.669921875	17679.677734375	15718.1611328125	18999.369140625	19277.48046875	21217.9453125	18966.14453125	19601.150390625	17755.404296875
Q9BVK6	TMED9	Transmembrane emp24 domain-containing protein 9	Q9BVK6	TMED9_HUMAN	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	6452.130859375	NaN	NaN	4230.04150390625	5727.021484375	5031.82763671875	6159.0048828125	NaN	4322.87060546875	5243.62109375	3402.04638671875	4837.1943359375	3782.82666015625	4543.68115234375	NaN	3751.640869140625	NaN	NaN	5369.224609375	3154.188232421875	4488.30078125	3611.16259765625	NaN	3040.67724609375	3554.849365234375	NaN	NaN	4938.6083984375	4848.484375	1444.111328125	NaN
Q9BVL4	SELENOO	Protein adenylyltransferase SelO, mitochondrial	Q9BVL4	SELO_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7974.970703125	8927.83984375	6972.5458984375	5737.75634765625	5931.900390625	5604.8212890625	6725.1044921875	4580.7998046875	5932.2958984375	5671.326171875	5226.6865234375	4093.9609375	4765.56787109375	6190.10546875	6224.23974609375	7145.39501953125	6918.47509765625	4852.51611328125	6380.529296875	5818.21875	6377.8349609375	5843.64111328125	6540.47900390625	5557.33984375	5020.181640625	7017.55078125	4702.00634765625	5796.39990234375	6808.18994140625	7005.74365234375	7136.12255859375
Q9BVM2	DPCD	Protein DPCD	Q9BVM2	DPCD_HUMAN	2	2	1	2	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	10280.828125	12960.2548828125	11627.3447265625	10957.82421875	10795.107421875	9591.5361328125	10388.5576171875	10089.6943359375	12967.359375	13090.3232421875	15501.7119140625	13399.32421875	14199.3095703125	15957.3994140625	12570.85546875	9668.546875	12410.0537109375	9934.9326171875	13335.318359375	10419.986328125	11612.73828125	12412.142578125	10556.48828125	14116.1640625	11524.2607421875	14289.474609375	14204.17578125	14703.2607421875	13468.1533203125	11938.658203125	12267.248046875
Q9BWD1	ACAT2	Acetyl-CoA acetyltransferase, cytosolic	Q9BWD1	THIC_HUMAN	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	12	13	13	13	13	13	13	13	13	107072.8359375	116357.03125	117464.953125	115311.71875	112422.4609375	119284.3984375	114480.390625	95793.2109375	93731.5859375	93635.640625	89732.6484375	89078.2109375	93004.9921875	96972.046875	102211.390625	109083.65625	101886.7421875	108779.6171875	102648.2421875	108127.6328125	101254.296875	98565.1953125	105448.9375	96851.546875	101262.546875	96759.46875	102132.6328125	101959.96875	99559.234375	98914.515625	102015.5
Q9BWP8	COLEC11	Collectin-11	Q9BWP8	COL11_HUMAN	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	11020.2275390625	10936.099609375	10530.263671875	11069.8486328125	9553.1328125	8394.2021484375	10055.7265625	10321.3134765625	8039.859375	9805.7783203125	11321.5703125	8536.8125	10512.150390625	10899.8134765625	10481.5185546875	8667.978515625	10623.8125	7316.8955078125	9107.4951171875	9508.0888671875	9625.82421875	11753.443359375	11912.6171875	13466.9404296875	12936.80859375	12487.251953125	12600.58203125	13612.6357421875	11188.96875	11605.541015625	10625.9833984375
Q9BXR6	CFHR5	Complement factor H-related protein 5	Q9BXR6	FHR5_HUMAN	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	5505.00146484375	NaN	7169.05029296875	30486.0390625	1491.6566162109375	11294.4951171875	9267.2197265625	14360.8408203125	6740.11279296875	9269.359375	13526.693359375	14177.0673828125	10936.9501953125	15088.37109375	NaN	2369.77685546875	2008.2625732421875	NaN	3042.8515625	5566.27294921875	4260.6337890625	6970.70947265625	6782.310546875	14287.9990234375	7625.2607421875	8360.048828125	9231.8779296875	10612.16015625	5007.2353515625	7991.5771484375	7904.51513671875
Q9BY32	ITPA	Inosine triphosphate pyrophosphatase	Q9BY32	ITPA_HUMAN	2	2	2	2	2	2	2	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	25243.912109375	21441.720703125	25211.51171875	25732.74609375	24868	23078.841796875	25939.169921875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22764.4765625	25224.91015625	20830.291015625	21844.44921875	25370.44140625	21994.388671875	22163.556640625	24328.095703125	27446.556640625	25690.6015625	26892.0390625	25826.521484375	25640.80859375	26451.185546875	21087.962890625	19348.03515625	22685.31640625
Q9BY43	CHMP4A	Charged multivesicular body protein 4a	Q9BY43	CHM4A_HUMAN	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	32729.150390625	32004.193359375	33632.87109375	32641.923828125	34123.61328125	31125.337890625	33259.25390625	27293.7421875	27601.974609375	31741.072265625	30270.458984375	27365.4921875	36890.47265625	33019.7109375	25553.79296875	25205.458984375	25329.41015625	25679.693359375	27362.037109375	26269.056640625	23118.314453125	28021.626953125	27623.373046875	24982.529296875	29323.408203125	27904.44921875	26689.529296875	30529.77734375	27545.76953125	28671.568359375	28258.232421875
Q9BYB0;Q9UPX8	SHANK3;SHANK2	SH3 and multiple ankyrin repeat domains protein 3;SH3 and multiple ankyrin repeat domains protein 2	Q9BYB0;Q9UPX8	SHAN3_HUMAN;SHAN2_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5956.36962890625	6837.98193359375	7356.57275390625	7047.30322265625	5420.00244140625	5758.2900390625	5608.8525390625	6536.0068359375	6233.9267578125	6889.70458984375	7325.359375	7825.62255859375	6032.2421875	7179.29638671875	8011.9453125	6421.85205078125	6433.4384765625	7457.2177734375	6531.63232421875	6195.9111328125	7665.92626953125	8263.236328125	7528.904296875	9083.8154296875	6079.51953125	6737.56982421875	7460.74365234375	8964.26171875	5096.701171875	5800.66796875	7696.1787109375
Q9BYN0	SRXN1	Sulfiredoxin-1	Q9BYN0	SRXN1_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	23355.94921875	12998.6376953125	9858.861328125	23699.64453125	18042.955078125	16022.8076171875	20992.404296875	11074.017578125	11158.2431640625	8985.4677734375	5958.27734375	6116.55322265625	10038.642578125	7405.59130859375	16207.052734375	8436.244140625	NaN	NaN	16949.048828125	11097.5263671875	19750.576171875	15374.603515625	18654.736328125	10883.5849609375	11999.3828125	11296.2822265625	13091.541015625	11907.126953125	15888.181640625	10847.517578125	14159.990234375
Q9C0C9	UBE2O	(E3-independent) E2 ubiquitin-conjugating enzyme	Q9C0C9	UBE2O_HUMAN	32	31	32	33	30	31	31	30	31	33	32	32	32	31	33	31	32	31	32	32	30	30	31	30	32	30	31	33	31	32	32	62125.7109375	65389.56640625	65004.625	63075.9765625	62219.8359375	61664.3515625	66213.6875	55299.69140625	51719.17578125	53495.3828125	54371.9140625	52074.34375	54198.953125	54847.515625	57787.26171875	56908.06640625	57419.296875	57182.89453125	56086.35546875	58093.1875	57812.2421875	59734.48828125	51722.70703125	57394.9296875	57629.16015625	58018.3359375	55955.57421875	57197.62109375	55320.59765625	55127.45703125	57491.99609375
Q9GZN8	ADISSP	Adipose-secreted signaling protein	Q9GZN8	ADSSP_HUMAN	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1542.37353515625	4348.28369140625	4908.78466796875	6814.79150390625	9538.1640625	3366.653076171875	518.4238891601562	746.3418579101562	3627.48486328125	5244.67236328125	1042.341796875	NaN	9.023274421691895	3092.551025390625	3043.0126953125	6620.880859375	5020.59619140625	1965.6187744140625	6338.40283203125	6338.578125	9678.1181640625	3504.5029296875	4640.9150390625	2094.782958984375	1239.743896484375	1859.051513671875	4323.51220703125	3831.52734375	4714.47021484375	3214.433837890625	2.063218593597412
Q9GZP4	PITHD1	PITH domain-containing protein 1	Q9GZP4	PITH1_HUMAN	15	15	15	15	15	15	15	14	15	15	15	15	15	15	14	14	14	13	14	15	15	15	15	15	15	15	15	15	15	15	15	201357.0625	201030.96875	204198.984375	206727.515625	209089.125	201740.921875	203993.96875	158805.21875	160800.4375	152650.65625	154262.390625	157192.65625	166075.09375	164076.734375	185251.890625	190310.921875	180828.359375	187480.515625	187739.0625	180398.265625	184490.25	167719.421875	144633.421875	168272.59375	171191.390625	160841.8125	171673.828125	162196.5625	174682.328125	165491.921875	174912.765625
