PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[2] ID73779_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[3] ID73797_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.Quantity,[2] ID73779_01_MA10140C_06010_100422.htrms.PG.Quantity,[3] ID73797_01_MA10140C_06010_100422.htrms.PG.Quantity
P49840,GSK3A,Glycogen synthase kinase-3 alpha,P49840,GSK3A_HUMAN,1,1,1,39289.99609375,34918.8671875,37634.09765625
P49908,SELENOP,Selenoprotein P,P49908,SEPP1_HUMAN,4,4,4,46752.68359375,43414.36328125,42127.0703125
P49913,CAMP,Cathelicidin antimicrobial peptide,P49913,CAMP_HUMAN,5,5,5,19120.669921875,27397.666015625,20470.22265625
P50395,GDI2,Rab GDP dissociation inhibitor beta,P50395,GDIB_HUMAN,34,34,34,182094.625,184888.53125,185356.359375
P50502,ST13,Hsc70-interacting protein,P50502,F10A1_HUMAN,15,15,15,136966.84375,152264.96875,160962.640625
P50552,VASP,Vasodilator-stimulated phosphoprotein,P50552,VASP_HUMAN,2,2,1,8208.072265625,11985.603515625,11033.3271484375
P50570,DNM2,Dynamin-2,P50570,DYN2_HUMAN,8,8,8,34676.1171875,31894.548828125,27525.251953125
P50579,METAP2,Methionine aminopeptidase 2,P50579,MAP2_HUMAN,3,3,3,13345.1669921875,9800.7041015625,17165.751953125
P50895,BCAM,Basal cell adhesion molecule,P50895,BCAM_HUMAN,5,5,5,21996.23828125,13078.1767578125,13570.9267578125
P50990,CCT8,T-complex protein 1 subunit theta,P50990,TCPQ_HUMAN,24,25,25,123149.1875,169163.390625,141872.671875
P50991,CCT4,T-complex protein 1 subunit delta,P50991,TCPD_HUMAN,21,21,21,77313.875,102222.0234375,85022.78125
P51148,RAB5C,Ras-related protein Rab-5C,P51148,RAB5C_HUMAN,1,1,1,71168.4453125,68267.625,45109.50390625
P51149,RAB7A,Ras-related protein Rab-7a,P51149,RAB7A_HUMAN,4,4,4,28258.591796875,27175.59375,28536.421875
P51665,PSMD7,26S proteasome non-ATPase regulatory subunit 7,P51665,PSMD7_HUMAN,5,5,5,35332.44921875,30466.3515625,34656.00390625
P51812,RPS6KA3,Ribosomal protein S6 kinase alpha-3,P51812,KS6A3_HUMAN,1,1,1,6961.88037109375,7377.380859375,6702.39501953125
P51858,HDGF,Hepatoma-derived growth factor,P51858,HDGF_HUMAN,6,6,6,22509.529296875,28564.0390625,26554.830078125
P51884,LUM,Lumican,P51884,LUM_HUMAN,11,11,11,58933.74609375,66595.390625,54537.05859375
P51991,HNRNPA3,Heterogeneous nuclear ribonucleoprotein A3,P51991,ROA3_HUMAN,2,2,2,4967.869140625,6592.7548828125,7319.99169921875
P52209,PGD,"6-phosphogluconate dehydrogenase, decarboxylating",P52209,6PGD_HUMAN,21,21,21,255615.046875,262687.03125,280605.375
P52565,ARHGDIA,Rho GDP-dissociation inhibitor 1,P52565,GDIR1_HUMAN,8,8,8,47466.7109375,50335.375,45568.47265625
P52566,ARHGDIB,Rho GDP-dissociation inhibitor 2,P52566,GDIR2_HUMAN,7,7,7,29307.685546875,35040.89453125,34328.9453125
P52597,HNRNPF,Heterogeneous nuclear ribonucleoprotein F,P52597,HNRPF_HUMAN,2,2,2,9359.4521484375,11051.205078125,10041.8798828125
P52758,RIDA,2-iminobutanoate/2-iminopropanoate deaminase,P52758,RIDA_HUMAN,1,1,1,33614.9765625,32195.55859375,31941.064453125
P52888,THOP1,Thimet oligopeptidase,P52888,THOP1_HUMAN,4,4,4,19099.484375,18989.92578125,20680.9921875
P52907,CAPZA1,F-actin-capping protein subunit alpha-1,P52907,CAZA1_HUMAN,8,8,8,83383.546875,104243.0703125,103359.7421875
P53004,BLVRA,Biliverdin reductase A,P53004,BIEA_HUMAN,12,12,12,245638.046875,254247.6875,255142.734375
P53041,PPP5C,Serine/threonine-protein phosphatase 5,P53041,PPP5_HUMAN,3,3,3,9181.0732421875,9718.740234375,12724.009765625
P53396,ACLY,ATP-citrate synthase,P53396,ACLY_HUMAN,30,28,30,139008.8125,143121.34375,128643.4765625
P53602,MVD,Diphosphomevalonate decarboxylase,P53602,MVD1_HUMAN,4,4,4,18627.9921875,23391.1484375,20368.58984375
P53611,RABGGTB,Geranylgeranyl transferase type-2 subunit beta,P53611,PGTB2_HUMAN,1,1,1,7363.0361328125,5828.99365234375,6534.9326171875
P53680,AP2S1,AP-2 complex subunit sigma,P53680,AP2S1_HUMAN,1,1,1,33183.4140625,30811.271484375,28825.740234375
P53985,SLC16A1,Monocarboxylate transporter 1,P53985,MOT1_HUMAN,1,1,1,11153.619140625,16657.96875,18220.66796875
P53990,IST1,IST1 homolog,P53990,IST1_HUMAN,8,8,8,15857.74609375,13216.4453125,15408.1875
P54105,CLNS1A,Methylosome subunit pICln,P54105,ICLN_HUMAN,2,2,2,16123.935546875,17641.83203125,17837.798828125
P54252,ATXN3,Ataxin-3,P54252,ATX3_HUMAN,2,2,2,10250.3232421875,11116.5361328125,11792.4853515625
P54577,YARS1,"Tyrosine--tRNA ligase, cytoplasmic",P54577,SYYC_HUMAN,6,6,6,24721.353515625,15197.591796875,28742.31640625
P54578,USP14,Ubiquitin carboxyl-terminal hydrolase 14,P54578,UBP14_HUMAN,25,25,25,136077.71875,137255.828125,142757.15625
P54725,RAD23A,UV excision repair protein RAD23 homolog A,P54725,RD23A_HUMAN,9,9,9,165288.828125,164815.421875,167086.921875
P54727,RAD23B,UV excision repair protein RAD23 homolog B,P54727,RD23B_HUMAN,10,10,10,53971.8203125,51550.52734375,51857.0234375
P54920,NAPA,Alpha-soluble NSF attachment protein,P54920,SNAA_HUMAN,13,13,13,110965.9453125,135394.3125,98036.71875
P55010,EIF5,Eukaryotic translation initiation factor 5,P55010,IF5_HUMAN,5,4,4,23130.4765625,25269.265625,29247.97265625
P55036,PSMD4,26S proteasome non-ATPase regulatory subunit 4,P55036,PSMD4_HUMAN,7,7,7,34012.43359375,27437.67578125,31534.833984375
P55056,APOC4,Apolipoprotein C-IV,P55056,APOC4_HUMAN,6,5,6,37992.9140625,30831.072265625,22839.30078125
P55058,PLTP,Phospholipid transfer protein,P55058,PLTP_HUMAN,2,2,2,7600.1708984375,18815.4453125,11426.43359375
P55060,CSE1L,Exportin-2,P55060,XPO2_HUMAN,1,1,0,2822.96923828125,5572.8076171875,NaN
P55072,VCP,Transitional endoplasmic reticulum ATPase,P55072,TERA_HUMAN,42,42,42,216743.46875,216172.03125,266760.0625
P55103,INHBC,Inhibin beta C chain,P55103,INHBC_HUMAN,1,1,1,5685.21630859375,5439.2314453125,4685.22802734375
P55209,NAP1L1,Nucleosome assembly protein 1-like 1,P55209,NP1L1_HUMAN,6,6,6,25029.69921875,32361.779296875,28127.32421875
P55263,ADK,Adenosine kinase,P55263,ADK_HUMAN,5,5,5,9395.033203125,10197.2099609375,11855.1728515625
P55786,NPEPPS,Puromycin-sensitive aminopeptidase,P55786,PSA_HUMAN,12,12,12,30036.90625,31069.630859375,25327.103515625
P55854;P61956;Q6EEV6,SUMO3;SUMO2;SUMO4,Small ubiquitin-related modifier 3;Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 4,P55854;P61956;Q6EEV6,SUMO3_HUMAN;SUMO2_HUMAN;SUMO4_HUMAN,1,1,1,84021.15625,98715.625,86043.84375
P55957,BID,BH3-interacting domain death agonist,P55957,BID_HUMAN,3,3,2,29747.236328125,29961.35546875,29317.08203125
P56537,EIF6,Eukaryotic translation initiation factor 6,P56537,IF6_HUMAN,2,2,2,45003.72265625,46495.62890625,45531.109375
P57737,CORO7,Coronin-7,P57737,CORO7_HUMAN,2,2,2,4712.9443359375,16742.267578125,3666.656005859375
P58505,C21orf58,Uncharacterized protein C21orf58,P58505,CU058_HUMAN,1,1,1,21676.861328125,27500.705078125,30268.958984375
P58546,MTPN,Myotrophin,P58546,MTPN_HUMAN,4,4,4,166980.375,176102.625,164606.78125
P59665;P59666,DEFA1;DEFA3,Neutrophil defensin 1;Neutrophil defensin 3,P59665;P59666,DEF1_HUMAN;DEF3_HUMAN,2,2,2,64622.1484375,96040.765625,113193.8203125
P59998,ARPC4,Actin-related protein 2/3 complex subunit 4,P59998,ARPC4_HUMAN,1,2,2,4842.8515625,14885.111328125,15780.166015625
P60174,TPI1,Triosephosphate isomerase,P60174,TPIS_HUMAN,22,22,22,445886.25,548682.6875,510165.71875
P60520,GABARAPL2,Gamma-aminobutyric acid receptor-associated protein-like 2,P60520,GBRL2_HUMAN,2,1,0,6567.07470703125,1059.4937744140625,NaN
P60660,MYL6,Myosin light polypeptide 6,P60660,MYL6_HUMAN,10,10,10,36707.44140625,55907.9921875,50311.5078125
P60709;P63261,ACTB;ACTG1,"Actin, cytoplasmic 1;Actin, cytoplasmic 2",P60709;P63261,ACTB_HUMAN;ACTG_HUMAN,40,40,40,1576321.625,1916254.125,1916572.375
P60842,EIF4A1,Eukaryotic initiation factor 4A-I,P60842,IF4A1_HUMAN,10,10,10,34691.08203125,38704.265625,37171.6640625
P60891,PRPS1,Ribose-phosphate pyrophosphokinase 1,P60891,PRPS1_HUMAN,16,16,16,105954.765625,144702.046875,100729.5390625
P60900,PSMA6,Proteasome subunit alpha type-6,P60900,PSA6_HUMAN,11,11,11,111018.4375,104506.4921875,115852.53125
P60953,CDC42,Cell division control protein 42 homolog,P60953,CDC42_HUMAN,7,7,7,51414.4296875,64650.3828125,58840.4609375
P60983,GMFB,Glia maturation factor beta,P60983,GMFB_HUMAN,1,1,1,38072.16015625,33038.3046875,33366.2890625
P61006,RAB8A,Ras-related protein Rab-8A,P61006,RAB8A_HUMAN,1,1,1,20506.017578125,19108.09765625,18241.83203125
P61020,RAB5B,Ras-related protein Rab-5B,P61020,RAB5B_HUMAN,2,2,2,32434.748046875,28874.95703125,31458.564453125
P61026,RAB10,Ras-related protein Rab-10,P61026,RAB10_HUMAN,5,5,5,21994.0234375,16310.982421875,16540.984375
P61077;P62837,UBE2D3;UBE2D2,Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2,P61077;P62837,UB2D3_HUMAN;UB2D2_HUMAN,1,1,1,29509.490234375,33909.48046875,35306.921875
P61081,UBE2M,NEDD8-conjugating enzyme Ubc12,P61081,UBC12_HUMAN,3,3,3,29066.369140625,31898.14453125,25623.580078125
P61086,UBE2K,Ubiquitin-conjugating enzyme E2 K,P61086,UBE2K_HUMAN,7,7,7,59342.4375,68863.96875,50912.17578125
P61088,UBE2N,Ubiquitin-conjugating enzyme E2 N,P61088,UBE2N_HUMAN,8,8,8,218752.609375,224837.078125,225117.59375
P61106,RAB14,Ras-related protein Rab-14,P61106,RAB14_HUMAN,1,1,1,8940.4208984375,4157.06689453125,9027.0263671875
P61158,ACTR3,Actin-related protein 3,P61158,ARP3_HUMAN,4,5,5,14682.7626953125,24418.095703125,23600.2578125
P61160,ACTR2,Actin-related protein 2,P61160,ARP2_HUMAN,2,2,2,17140.26953125,29981.1953125,35227.0625
P61163,ACTR1A,Alpha-centractin,P61163,ACTZ_HUMAN,6,6,6,33497.34375,28992.271484375,26979.26953125
P61201,COPS2,COP9 signalosome complex subunit 2,P61201,CSN2_HUMAN,10,9,10,36978.640625,34278.34375,39377.34375
P61204;P84077,ARF3;ARF1,ADP-ribosylation factor 3;ADP-ribosylation factor 1,P61204;P84077,ARF3_HUMAN;ARF1_HUMAN,9,10,10,173788.890625,172973.90625,174891.390625
P61224,RAP1B,Ras-related protein Rap-1b,P61224,RAP1B_HUMAN,8,8,8,67282.9921875,71711.34375,67643.953125
P61225,RAP2B,Ras-related protein Rap-2b,P61225,RAP2B_HUMAN,6,6,6,49178.92578125,49272.79296875,53080.640625
P61586,RHOA,Transforming protein RhoA,P61586,RHOA_HUMAN,6,6,6,58330.80078125,66179.3828125,61081.16015625
P61626,LYZ,Lysozyme C,P61626,LYSC_HUMAN,5,5,5,130640.0859375,154957.78125,162201.828125
P61769,B2M,Beta-2-microglobulin,P61769,B2MG_HUMAN,2,2,2,19768.49609375,18918.7265625,14987.845703125
P61916,NPC2,NPC intracellular cholesterol transporter 2,P61916,NPC2_HUMAN,1,1,1,6351.77294921875,10867.2412109375,12532.568359375
P61960,UFM1,Ubiquitin-fold modifier 1,P61960,UFM1_HUMAN,1,1,1,82177.4609375,86174.4296875,79830.28125
P61970,NUTF2,Nuclear transport factor 2,P61970,NTF2_HUMAN,6,6,6,173587.9375,183475.203125,188935.640625
P61978,HNRNPK,Heterogeneous nuclear ribonucleoprotein K,P61978,HNRPK_HUMAN,7,7,7,39003.234375,40718.140625,52806.9765625
P61981,YWHAG,14-3-3 protein gamma,P61981,1433G_HUMAN,5,5,5,63175,57347.71484375,66672.7421875
P62191,PSMC1,26S proteasome regulatory subunit 4,P62191,PRS4_HUMAN,10,10,10,46921.6328125,45635.00390625,48478.36328125
P62195,PSMC5,26S proteasome regulatory subunit 8,P62195,PRS8_HUMAN,9,9,9,36034.78125,32548.54296875,33675.08984375
P62258,YWHAE,14-3-3 protein epsilon,P62258,1433E_HUMAN,20,20,20,268098.40625,268046.21875,263076.6875
P62328,TMSB4X,Thymosin beta-4,P62328,TYB4_HUMAN,1,1,1,15337.193359375,31552.26171875,38057.0703125
P62333,PSMC6,26S proteasome regulatory subunit 10B,P62333,PRS10_HUMAN,11,11,11,69592.75,65329.8515625,70391.6953125
P62491;Q15907,RAB11A;RAB11B,Ras-related protein Rab-11A;Ras-related protein Rab-11B,P62491;Q15907,RB11A_HUMAN;RB11B_HUMAN,7,7,7,30388.76171875,37938.67578125,36356.54296875
P62633,CNBP,CCHC-type zinc finger nucleic acid binding protein,P62633,CNBP_HUMAN,1,1,0,1390.346923828125,3735.30419921875,NaN
P62805,H4C1,Histone H4,P62805,H4_HUMAN,13,13,12,217431.5625,361750.78125,344514.03125
P62820,RAB1A,Ras-related protein Rab-1A,P62820,RAB1A_HUMAN,5,5,5,83458.546875,90333.8984375,81706.203125
P62826,RAN,GTP-binding nuclear protein Ran,P62826,RAN_HUMAN,17,17,17,367202.6875,377361.90625,373638.0625
P62834,RAP1A,Ras-related protein Rap-1A,P62834,RAP1A_HUMAN,3,3,2,16615.21875,14493.900390625,12279.033203125
P62873;P62879;Q9HAV0,GNB1;GNB2;GNB4,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4,P62873;P62879;Q9HAV0,GBB1_HUMAN;GBB2_HUMAN;GBB4_HUMAN,1,1,1,13578.623046875,17182.669921875,18021
P62937,PPIA,Peptidyl-prolyl cis-trans isomerase A,P62937,PPIA_HUMAN,17,17,17,656643.625,719297,696032.4375
P62942,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,P62942,FKB1A_HUMAN,4,5,5,168423.859375,199674.9375,172119.9375
P63000,RAC1,Ras-related C3 botulinum toxin substrate 1,P63000,RAC1_HUMAN,7,7,7,88682.90625,100125.75,92102.6953125
P63010,AP2B1,AP-2 complex subunit beta,P63010,AP2B1_HUMAN,7,7,7,23305.10546875,24945.568359375,20143.359375
P63027;Q15836,VAMP2;VAMP3,Vesicle-associated membrane protein 2;Vesicle-associated membrane protein 3,P63027;Q15836,VAMP2_HUMAN;VAMP3_HUMAN,1,1,1,23864.15625,21686.658203125,22520.458984375
P63092;Q5JWF2,GNAS,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,P63092;Q5JWF2,GNAS2_HUMAN;GNAS1_HUMAN,3,3,3,14193.8408203125,14107.8544921875,12955.8623046875
P63104,YWHAZ,14-3-3 protein zeta/delta,P63104,1433Z_HUMAN,8,8,8,278075.0625,338585.875,305397.84375
P63208,SKP1,S-phase kinase-associated protein 1,P63208,SKP1_HUMAN,6,6,6,129982.1640625,147666.609375,118385.8046875
P63241,EIF5A,Eukaryotic translation initiation factor 5A-1,P63241,IF5A1_HUMAN,16,16,16,213284.65625,183498.109375,223836.75
P67775,PPP2CA,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,P67775,PP2AA_HUMAN,9,9,9,86130.9296875,94430.8046875,88593.453125
P67809,YBX1,Y-box-binding protein 1,P67809,YBOX1_HUMAN,1,1,1,15434.966796875,15955.8974609375,13374.896484375
P67936,TPM4,Tropomyosin alpha-4 chain,P67936,TPM4_HUMAN,17,17,17,152935.296875,231469.53125,210218.59375
P68032;P68133,ACTC1;ACTA1,"Actin, alpha cardiac muscle 1;Actin, alpha skeletal muscle",P68032;P68133,ACTC_HUMAN;ACTS_HUMAN,5,5,5,116580.6015625,141240.6875,147537.671875
P68036,UBE2L3,Ubiquitin-conjugating enzyme E2 L3,P68036,UB2L3_HUMAN,8,8,8,95289.5625,117043.1953125,114272.90625
P68104;Q5VTE0,EEF1A1;EEF1A1P5,Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3,P68104;Q5VTE0,EF1A1_HUMAN;EF1A3_HUMAN,7,6,7,31312.611328125,27785.560546875,29396.5078125
P68363,TUBA1B,Tubulin alpha-1B chain,P68363,TBA1B_HUMAN,15,15,15,79160.09375,77471.515625,78532.9140625
P68366,TUBA4A,Tubulin alpha-4A chain,P68366,TBA4A_HUMAN,3,3,3,17723.796875,33986.61328125,36291.671875
P68371,TUBB4B,Tubulin beta-4B chain,P68371,TBB4B_HUMAN,16,15,16,77533.796875,70489.171875,64802.05078125
P68402,PAFAH1B2,Platelet-activating factor acetylhydrolase IB subunit alpha2,P68402,PA1B2_HUMAN,3,3,3,44348.3984375,46971.37109375,40563.28515625
P68431;P84243;Q71DI3,H3C1;H3-3A;H3C15,Histone H3.1;Histone H3.3;Histone H3.2,P68431;P84243;Q71DI3,H31_HUMAN;H33_HUMAN;H32_HUMAN,6,6,6,70627.734375,111059.3515625,107706.2734375
P68871,HBB,Hemoglobin subunit beta,P68871,HBB_HUMAN,136,133,136,111431232,132687368,136450752
P69891,HBG1,Hemoglobin subunit gamma-1,P69891,HBG1_HUMAN,25,30,25,1724133.625,7612766,1067930.375
P69892,HBG2,Hemoglobin subunit gamma-2,P69892,HBG2_HUMAN,9,10,6,402035.75,1736155.5,250927.75
P69905,HBA1,Hemoglobin subunit alpha,P69905,HBA_HUMAN,235,237,237,107576552,115056144,116428544
P78318,IGBP1,Immunoglobulin-binding protein 1,P78318,IGBP1_HUMAN,6,6,6,27192.91796875,26816.5625,27698.931640625
P78371,CCT2,T-complex protein 1 subunit beta,P78371,TCPB_HUMAN,21,21,21,91495.3046875,128323.796875,110466.4765625
P78417,GSTO1,Glutathione S-transferase omega-1,P78417,GSTO1_HUMAN,22,18,22,591526.25,434730,622758.6875
P80108,GPLD1,Phosphatidylinositol-glycan-specific phospholipase D,P80108,PHLD_HUMAN,12,12,12,51470.12109375,49805.63671875,52126.29296875
P80188,LCN2,Neutrophil gelatinase-associated lipocalin,P80188,NGAL_HUMAN,2,2,2,18470.298828125,31117.455078125,29211.486328125
P80511,S100A12,Protein S100-A12,P80511,S10AC_HUMAN,1,1,1,38953.171875,48895.57421875,61609.12109375
P80748,IGLV3-21,Immunoglobulin lambda variable 3-21,P80748,LV321_HUMAN,12,13,12,514433.34375,631376.625,410528.5
P82279,CRB1,Protein crumbs homolog 1,P82279,CRUM1_HUMAN,1,1,1,356431.625,425386.375,438667.375
P84095,RHOG,Rho-related GTP-binding protein RhoG,P84095,RHOG_HUMAN,1,1,1,6396.88720703125,7241.49267578125,6087.9189453125
P99999,CYCS,Cytochrome c,P99999,CYC_HUMAN,1,1,1,1952.9898681640625,5345.720703125,6207.19482421875
Q00013,MPP1,55 kDa erythrocyte membrane protein,Q00013,EM55_HUMAN,18,18,18,248359.171875,233090.453125,252345.25
Q00169,PITPNA,Phosphatidylinositol transfer protein alpha isoform,Q00169,PIPNA_HUMAN,8,8,8,37044.26953125,46342.0546875,34465.4453125
Q00577,PURA,Transcriptional activator protein Pur-alpha,Q00577,PURA_HUMAN,5,5,5,21121.263671875,24709.23046875,29656.697265625
Q00610,CLTC,Clathrin heavy chain 1,Q00610,CLH1_HUMAN,27,27,27,56370.70703125,60202.85546875,53341.55859375
Q00796,SORD,Sorbitol dehydrogenase,Q00796,DHSO_HUMAN,7,7,7,39926.39453125,48585.671875,50965.15234375
Q01432,AMPD3,AMP deaminase 3,Q01432,AMPD3_HUMAN,5,5,5,33008.015625,28947.431640625,36037.69921875
Q01469,FABP5,Fatty acid-binding protein 5,Q01469,FABP5_HUMAN,6,6,6,10982.40234375,18063.1328125,15325.640625
Q01518,CAP1,Adenylyl cyclase-associated protein 1,Q01518,CAP1_HUMAN,8,8,8,84727.71875,96200.984375,95107.28125
Q02094,RHAG,Ammonium transporter Rh type A,Q02094,RHAG_HUMAN,2,2,2,54770.69140625,71297.265625,68127.5078125
Q02750,MAP2K1,Dual specificity mitogen-activated protein kinase kinase 1,Q02750,MP2K1_HUMAN,3,3,3,74820.9453125,80982.546875,91565.015625
Q02790,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4,Q02790,FKBP4_HUMAN,3,3,3,15558.658203125,13029.10546875,10691.5693359375
Q02817,MUC2,Mucin-2,Q02817,MUC2_HUMAN,1,1,1,678104.375,667157.6875,456221.78125
Q03591,CFHR1,Complement factor H-related protein 1,Q03591,FHR1_HUMAN,14,14,14,213567.359375,217087.109375,163472.546875
Q04323,UBXN1,UBX domain-containing protein 1,Q04323,UBXN1_HUMAN,2,2,2,6255.86474609375,7500.451171875,7338.82421875
Q04756,HGFAC,Hepatocyte growth factor activator,Q04756,HGFA_HUMAN,4,4,4,28202.29296875,36752.99609375,31535.880859375
Q04760,GLO1,Lactoylglutathione lyase,Q04760,LGUL_HUMAN,14,14,14,160292.28125,166305.15625,159562.125
Q04917,YWHAH,14-3-3 protein eta,Q04917,1433F_HUMAN,2,2,2,44550.87890625,40073.734375,49016.390625
Q05315,CLC,Galectin-10,Q05315,LEG10_HUMAN,3,3,3,8194.677734375,16489.021484375,19470.728515625
Q06033,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Q06033,ITIH3_HUMAN,21,21,21,146834.578125,131602.984375,149031.578125
Q06124,PTPN11,Tyrosine-protein phosphatase non-receptor type 11,Q06124,PTN11_HUMAN,6,6,6,27223.62890625,23707.4375,22212.736328125
Q06323,PSME1,Proteasome activator complex subunit 1,Q06323,PSME1_HUMAN,17,17,17,103762.4609375,111783.109375,82391.4609375
Q06830,PRDX1,Peroxiredoxin-1,Q06830,PRDX1_HUMAN,20,20,20,5030096.5,5581816.5,6794813
Q07960,ARHGAP1,Rho GTPase-activating protein 1,Q07960,RHG01_HUMAN,5,5,5,39557.56640625,38051.01171875,41493.1171875
Q08379,GOLGA2,Golgin subfamily A member 2,Q08379,GOGA2_HUMAN,1,1,1,14525.8173828125,13006.8955078125,20646.470703125
Q08380,LGALS3BP,Galectin-3-binding protein,Q08380,LG3BP_HUMAN,9,9,9,22590.0546875,40385.65234375,64589.27734375
Q08495,DMTN,Dematin,Q08495,DEMA_HUMAN,21,21,21,365851.8125,355918.46875,371202.9375
Q08722,CD47,Leukocyte surface antigen CD47,Q08722,CD47_HUMAN,2,2,2,104397.0859375,117881.2890625,112879.203125
Q0D2K0,NIPAL4,Magnesium transporter NIPA4,Q0D2K0,NIPA4_HUMAN,2,2,2,14995.740234375,16797.005859375,20998.447265625
Q10570,CPSF1,Cleavage and polyadenylation specificity factor subunit 1,Q10570,CPSF1_HUMAN,1,1,1,74697.015625,93575.9296875,74087.7421875
Q12931,TRAP1,"Heat shock protein 75 kDa, mitochondrial",Q12931,TRAP1_HUMAN,1,1,1,182244.34375,228489.09375,171686.546875
Q13057,COASY,Bifunctional coenzyme A synthase,Q13057,COASY_HUMAN,3,3,3,14723.494140625,16055.7685546875,12236.6943359375
Q13098,GPS1,COP9 signalosome complex subunit 1,Q13098,CSN1_HUMAN,9,9,9,26632.18359375,24437.0390625,25597.455078125
Q13126,MTAP,S-methyl-5'-thioadenosine phosphorylase,Q13126,MTAP_HUMAN,9,9,9,40322.9921875,45978.99609375,47532.734375
Q13162,PRDX4,Peroxiredoxin-4,Q13162,PRDX4_HUMAN,1,1,1,8222.541015625,10819.0693359375,13170.783203125
Q13177,PAK2,Serine/threonine-protein kinase PAK 2,Q13177,PAK2_HUMAN,3,3,3,9821.927734375,8757.841796875,10024.05078125
Q13185,CBX3,Chromobox protein homolog 3,Q13185,CBX3_HUMAN,1,1,1,9440.8583984375,6349.138671875,9807.8056640625
Q13200,PSMD2,26S proteasome non-ATPase regulatory subunit 2,Q13200,PSMD2_HUMAN,28,28,28,62838.81640625,59351.05078125,65735.6015625
Q13201,MMRN1,Multimerin-1,Q13201,MMRN1_HUMAN,3,3,3,4417.77978515625,13153.1181640625,6456.728515625
Q13214,SEMA3B,Semaphorin-3B,Q13214,SEM3B_HUMAN,1,1,1,150242.3125,156711.59375,148683.234375
Q13228,SELENBP1,Methanethiol oxidase,Q13228,SBP1_HUMAN,43,43,43,883339.75,742893.4375,866085.375
Q13336,SLC14A1,Urea transporter 1,Q13336,UT1_HUMAN,6,6,6,42798.578125,57250.51953125,58245.703125
Q13404,UBE2V1,Ubiquitin-conjugating enzyme E2 variant 1,Q13404,UB2V1_HUMAN,8,8,8,350354.90625,327533.78125,338474.875
Q13526,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,Q13526,PIN1_HUMAN,5,5,5,18875.037109375,18741.3984375,18126.267578125
Q13535,ATR,Serine/threonine-protein kinase ATR,Q13535,ATR_HUMAN,1,1,1,75473.5625,89817.125,58355.25390625
Q13541,EIF4EBP1,Eukaryotic translation initiation factor 4E-binding protein 1,Q13541,4EBP1_HUMAN,1,1,1,41033.84375,38680.4296875,41538.79296875
Q13555;Q13557;Q9UQM7,CAMK2G;CAMK2D;CAMK2A,Calcium/calmodulin-dependent protein kinase type II subunit gamma;Calcium/calmodulin-dependent protein kinase type II subunit delta;Calcium/calmodulin-dependent protein kinase type II subunit alpha,Q13555;Q13557;Q9UQM7,KCC2G_HUMAN;KCC2D_HUMAN;KCC2A_HUMAN,1,0,0,9738.142578125,NaN,NaN
Q13561,DCTN2,Dynactin subunit 2,Q13561,DCTN2_HUMAN,6,6,6,25028.48046875,21004.138671875,20299.931640625
Q13564,NAE1,NEDD8-activating enzyme E1 regulatory subunit,Q13564,ULA1_HUMAN,3,3,3,19250.81640625,17570.900390625,16702.30859375
Q13616,CUL1,Cullin-1,Q13616,CUL1_HUMAN,4,4,4,14919.283203125,14438.5673828125,14680.9248046875
Q13617,CUL2,Cullin-2,Q13617,CUL2_HUMAN,3,3,3,13725.1181640625,15321.9375,9165.8857421875
Q13618,CUL3,Cullin-3,Q13618,CUL3_HUMAN,11,11,11,25629.208984375,26487.453125,27897.724609375
Q13619,CUL4A,Cullin-4A,Q13619,CUL4A_HUMAN,4,4,4,11449.1435546875,12787.6669921875,10052.896484375
Q13630,GFUS,GDP-L-fucose synthase,Q13630,FCL_HUMAN,13,13,13,162830.40625,125796.9609375,165767.21875
Q13790,APOF,Apolipoprotein F,Q13790,APOF_HUMAN,2,2,2,74780.7890625,92814.5546875,76846.5546875
Q13867,BLMH,Bleomycin hydrolase,Q13867,BLMH_HUMAN,9,9,9,54344.2890625,52083.25,52859.1953125
Q14019,COTL1,Coactosin-like protein,Q14019,COTL1_HUMAN,0,1,1,NaN,4165.375,3095.2734375
