"ID108129_02","ID108129_03","ID108129_04","IDPhos_01","IDPhos_02","IDPhos_03"
70.6153,224.267,191.785,0,0,0
0,0,0,0,0,91.9522
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,68.4123,0,0,0,0
0,0,0,236.72,0,0
0,351.638,0,0,0,0
0,0,0,0,0,0
0,109.401,0,0,0,0
0,0,0,0,0,0
0,148.186,0,0,0,0
0,0,0,55.8714,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,160.721,0,0,0,0
0,0,0,0,252.748,0
0,79.8895,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,79.2126,0,0,0,0
0,101.639,0,0,0,0
0,0,0,0,0,0
0,147.783,0,0,0,0
0,0,166.357,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,54.0073,173.791,0,0,0
0,101.589,0,0,0,0
0,168.272,0,0,0,0
0,0,113.761,0,0,0
64.746,82.1389,116.911,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,307.966,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,147.455,116.221,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,160.757,0
0,97.4048,0,0,0,0
170.969,137.576,156.251,0,0,0
0,0,0,0,0,0
171.574,108.922,194.28,0,0,0
214.77,58.0472,0,0,0,73.4128
