,Subj1_0h,Subj1_6h,Subj1_6h_LPS,Subj1_24h,Subj1_24h_LPS,Subj1_48h,Subj1_48h_LPS,Subj2_0h,Subj2_6h,Subj2_6h_LPS,Subj2_24h,Subj2_24h_LPS,Subj2_48h,Subj2_48h_LPS,Subj3_0h,Subj3_6h,Subj3_6h_LPS,Subj3_24h,Subj3_24h_LPS,Subj3_48h,Subj3_48h_LPS,Subj4_0h,Subj4_6h,Subj4_6h_LPS,Subj4_24h,Subj4_24h_LPS,Subj4_48h,Subj4_48h_LPS,SPQC_1,SPQC_2,SPQC_3
Subject,Subj1,Subj1,Subj1,Subj1,Subj1,Subj1,Subj1,Subj2,Subj2,Subj2,Subj2,Subj2,Subj2,Subj2,Subj3,Subj3,Subj3,Subj3,Subj3,Subj3,Subj3,Subj4,Subj4,Subj4,Subj4,Subj4,Subj4,Subj4,SPQC,SPQC,SPQC
Condition,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,SPQC,SPQC,SPQC
Q96IY4,59081.30078,69321.17969,53173.00781,58802.03125,62532.48828,55576.37891,68810.46094,54760.89453,66688.11719,55324.58203,56633.49219,54049.39453,60775.91406,54096.91406,63721.4375,59130.58984,57377.01172,58630.69141,59029.42188,73788.07031,71561.84375,74687.88281,67445.70313,82157.67188,78768.75,75799.86719,78084.83594,82771.5625,62245.76563,63435.73438,63945.87109
Q96JD6,14455.0459,16937.52539,15320.96484,17238.8457,16874.47656,17101.94727,15685.36719,20107.96875,23360.80469,20928.24023,21117.45898,19363.26758,21165.11523,16317.71973,19412.8125,20143.30273,17998.63867,20057.86133,18485.72656,18809.0957,17046.43164,16482.42773,17136.08789,17716.5918,16685.97266,15263.1875,15925.72168,15728.71289,18146.13281,18605.95117,16442.29688
Q96KN2,19073.89648,19907.82031,17281.58594,17515.7832,19861.82813,18428.13086,19478.41211,12062.37402,11020.56738,11021.1709,12395.47754,10932.47949,12582.66211,12565.44629,16430.30273,15064.97363,14703.24902,15384.14355,15138.91992,16996.01758,16248.52539,20449.72656,20252.9707,22527.98438,22276.43359,21025.64453,21051.61914,24664.4375,17234.06641,16924.94727,17984.22461
Q96KP4,15587.96289,NA,15021.89551,6527.165039,10249.39551,4594.909668,34165.53516,8187.327637,10011.37207,9668.608398,9863.911133,8411.696289,8723.477539,9391.293945,12849.63672,15640.41113,14597.13281,14269.76758,15519.1582,13529.64063,14364.00684,15573.95996,16866.2793,17608.48633,12922.30078,16834.47656,18143.83398,18126.90039,12137.47363,10470.61133,12822.97559
Q96NA2,12990.72168,11767.48828,13633.83203,8879.229492,12070.12793,12356.11523,11874.05762,9997.253906,10909.8877,10627.14551,12384.93066,11558.85645,10155.2002,8423.952148,9553.314453,13087.47852,11034.2832,11455.38477,13511.17383,10436.26367,10822.59277,14550.80859,14612.29785,13393.77441,13502.19434,12535.22656,13439.06348,12472.06738,11231.88379,11561.22656,11313.875
Q96P70,20884.06055,23141.99609,19989.25195,20320.1582,19898.39844,19833.4082,21259.42773,20863.22852,22155.81836,21082.82422,19876.75,20572.36133,19782.18359,18785.37891,22314.58594,21230.35742,21397.45898,22330.66211,21748.84766,20702.57422,22837.10156,18211.14844,19271.52344,18386.87109,18197.72852,16404.82617,17312.81445,16678.01367,18164.13477,19728.46875,20374.22266
Q96PD5,176554.0781,177590.5156,160409.6406,164098.9063,179754.125,173252.5156,173640.8125,154738.4688,153590.2344,149950.875,160388.3906,150604.1563,155398.9844,163819.2656,156002.7188,150183.5625,149296.3906,146576.5781,157591.9063,176772.1406,182267.4219,163281.3125,160989.9844,170660.7813,170472.0469,160452.9688,160418.2031,190952.1094,155335.9219,159556.8906,163686.6875
Q96PL5,16433.50781,15822.0293,18256.34961,16819.79297,14863.65527,16072.3584,15514.97266,19659.99805,17075.6582,17707.34961,16691.19531,18431.64063,18278.24414,18787.64453,19810.53516,17737.61719,18468.16992,18913.62891,16335.95117,19168.97461,15349.33398,20205.14063,17747.69336,17354.20703,18237.85547,19612.99609,18157.54297,15691.63477,16447.38281,16374.98242,20496.59766
Q96QK1,2997.425537,2235.57373,1396.543701,2014.65564,1613.72937,2148.453857,2400.551514,3046.331787,3655.741699,2924.231201,1789.761597,2451.986816,3293.512451,2585.282471,2484.904053,1390.586548,2212.864014,1720.397095,2568.762451,949.7773438,2016.588745,2295.879639,832.4377441,2021.268433,2213.670898,2328.762207,2795.45874,1802.44519,1958.619507,2444.161621,2104.125732
Q96S65,2968.390137,1749.187622,667.5753784,2300.800537,NA,1926.660034,734.1027222,2599.337891,NA,1469.865723,1862.136963,2375.939941,1385.372437,1719.837402,2737.432861,1882.487305,1465.716553,2143.368896,1839.675781,1567.888428,263.9564819,1506.212891,1117.094971,830.4867554,692.1463013,1395.2854,1692.586182,2945.801025,2257.950928,2387.59668,1222.447998
Q96S99,4675.581055,4849.293457,6646.614258,4012.703613,6802.914551,2707.751953,5424.500977,NA,4233.756836,4158.277344,5964.560547,3154.429932,4115.373535,NA,NA,NA,6441.481934,6785.966309,4232.033691,5432.245117,4462.09082,2744.162109,7444.074219,8229.341797,4703.846191,3822.158203,5256.641113,3865.798828,3535.29541,4121.530762,5768.903809
Q99436,59630.95313,58112.5625,56302.98828,57796.46875,55823.41406,56384.79297,56572.44531,53211.24609,49619.42578,51671.90234,53552.07422,52343.33203,52063.54688,50347.09766,64150.71484,60837.04297,64243.07813,63439.11719,62181.89453,62407.30469,61024.42969,56675.85547,57587.91797,56880.86328,57547.58984,58624.68359,61134.31641,56169.85156,56875.00391,57896.61719,58620.40625
Q99439,1443.588867,4941.443848,4276.39502,4029.303467,2608.581299,2415.83252,2758.68042,5595.726563,8511.517578,6345.071289,7699.15332,7225.648926,5325.129395,5419.04541,1561.222778,3496.037598,3987.678223,2061.556152,1183.863647,1407.670654,1526.540527,2698.240967,5944.575684,6382.190918,5565.685547,4807.914551,4267.74707,5816.282227,4292.989746,4912.654785,5457.378906
Q99460,13249.28418,12400.56543,12849.34766,12117.55273,12636.07617,12921.54883,12993.3457,10859.86621,11136.68066,10517.74512,10034.98633,10175.3584,11124.27539,9472.523438,12090.67969,11348.88672,11525.78906,11952.53418,11526.40332,12140.49316,11998.18164,12901.0957,12076.40918,12088.5918,12769.98145,11693.47656,12521.87598,10771.77051,10342.74316,10977.70313,10506.82617
Q99471,6855.021973,6641.789551,6961.692871,7157.892578,7776.425781,6977.907227,7702.542969,3767.131592,3616.373047,3739.078125,3416.869141,4455.471191,3632.010742,3689.673828,3302.365723,3703.504883,3926.069824,4128.684082,4006.722168,3529.02832,3671.312012,6431.049316,6746.047363,6496.526855,6113.382813,6436.284668,5747.288086,5147.594727,5437.308105,5052.10498,4757.319336
Q99497,408267.6563,330179.2813,429091.625,427393.7813,435022.375,419551.9063,428294,462922.2813,358594.2813,466391.3125,454237.3125,458047.3438,465203.2813,464628.5938,485599,503252.5938,506086.7813,503415.0938,507746.5,478978.1875,479151.4688,503101,515193.2813,484753.1563,481520.875,484948.25,495302.125,480655.4375,453163.2813,451751.6563,447095.4375
Q99536,5429.308594,4204.67041,5828.949219,6864.064453,6151.193848,4748.888672,8750.210938,13004.21191,12334.73242,11823.83398,13811.79688,12001.36523,14104.33594,13967.32324,7759.114746,10010.43164,9054.27832,8615.647461,7858.09082,9656.750977,8634.623047,14004.92188,13907.96191,15477.46777,16769.81641,16148.39551,14767.76074,14018.60059,12607.13184,12237.34277,10521.15332
Q99627,26394.81836,24557.78516,28287.07422,26833.31836,27038.20117,27004.85938,25060.78906,25975.36914,21049.03125,24974.74219,26102.63281,28417.14453,27000.68555,27112.07227,29790.2832,28447.94727,26675.83203,27512.83398,25763.32227,26631.88867,24558.55078,28121.10547,28847.85742,29569.18164,27806.74805,29246.75977,29597.6875,27197.5625,25608.66211,26620.46094,26644.5625
Q99689,92.31817627,1263.366943,489.7400818,47.80097961,NA,NA,NA,288.8740845,212.0295563,54.03629684,NA,84.960495,NA,306.1299744,394.776001,410.2476501,1498.685669,410.6768188,799.428833,224.8611908,113.9414368,294.0046082,NA,NA,NA,NA,1450.813477,NA,NA,419.3795776,120.0963135
Q99733,44579.12891,46434.43359,49246.38672,45851.94531,45402.79688,44313.22266,45202.01563,47532.29297,45012.72656,47230.15625,46099.21875,46171.95313,45119.64453,45014.33594,51315.07031,52281.67578,52143.10938,52964.44531,51283.75781,48262.88281,47838.16016,45082.72656,43290.48047,42794.37891,42870.23438,43034.85156,43865.85938,42343.01172,46217.42578,45778.55859,44784.625
Q99808,10134.29883,10581.43945,11971.11719,9542.394531,11534.5459,8887.757813,10514.8125,10799.05762,11911.54102,10834.39258,10508.3252,9827.577148,10081.61426,9482.84082,10224.94531,9703.360352,10280.21289,10306.84082,9077.466797,10529.24219,9312.521484,10232.67188,10109.0791,9621.422852,10907.80859,10378.4043,10441.97168,7874.727539,8842.826172,9261.814453,9863.262695
Q99829,7931.470215,9003.058594,8391.013672,7489.380859,8325.398438,7015.751465,8000.334961,10218.61426,10795.13477,10051.91016,9039.291016,9078.140625,9453.583008,9069.15625,5327.986328,6031.547363,5918.79834,5561.141602,5539.720215,5161.057129,6103.633789,1528.300537,1292.604614,693.5695801,NA,NA,NA,NA,5762.343262,5858.205078,6049.480469
Q99832,55758.98047,57208.17578,53782.72656,52991.40625,53174.02734,56055.21094,55588.17578,79881.03125,88326.35938,82081.10156,76730.64063,79604.61719,82998.19531,79121.36719,76891.15625,77895.46875,75484.96094,74803.65625,74709.84375,75579.92188,74246.76563,64562.82813,62963.00781,64728.89063,61078.00391,61488.77344,62867.04688,58522.41016,67558.125,65629.88281,66200.89063
Q99933,9455.382813,11493.59277,9479.635742,7618.084473,9462.492188,9138.238281,8878.350586,9694.610352,12283.39258,9171.804688,7834.608398,7000.758789,7351.085938,8477.782227,10827.95117,10916.78223,9944.026367,9636.756836,8132.142578,9428.518555,10250.80469,9892.472656,10093.97656,9431.69043,8243.074219,8857.493164,10404.2041,8743.981445,8628.855469,8488.268555,9984.669922
Q9BQ69,253574.6875,187602.2969,220122.1719,243909.7188,256977.5781,228821.9844,252320.2344,251819.1719,172235.6719,230178.1406,256262.625,229406.75,235344.2188,239913.6563,231364.6563,214465.2813,193588.9531,227930.9063,245724.6406,247742.9844,261386.7031,226424.625,208305.7188,222635.6094,225219.7031,207901.3906,202281.8125,244971.6563,212628.9219,230765.9375,218343.2813
Q9BQA1,8005.875977,10928.43652,7164.77002,8563.273438,8795.297852,7195.780273,7894.091309,8548.693359,7444.098633,8069.525879,8027.986328,7811.686523,9532.141602,6546.728516,6547.665039,6817.303223,7473.371094,7562.911621,7163.887207,10559.38867,6826.434082,7253.728027,5508.567383,8413.092773,7294.251465,4907.856934,6701.281738,4588.555176,8305.706055,7138.990234,7833.459961
Q9BRA2,35762.48828,37095.71094,34596.08984,36927.75781,37333.06641,37629.13281,36403.17969,33552.96875,38055.29688,34309.06641,33709.76953,35630.80469,34788.51563,34255.82031,38165.31641,39506.62109,38937.88281,40583.22656,40459.70313,37435.00781,38597.44141,37058.17188,35589.23438,35184.66797,36218.82031,37718.85547,39108.83594,36580.71875,35183.56641,38019.70313,37968.26172
Q9BRF8,6749.545898,7252.551758,7056.847656,5710.63916,6251.659668,6661.572266,4637.893066,5609.894531,5452.347168,5947.988281,5852.517578,5602.214844,4635.210449,5705.253418,7651.212402,6560.46875,7526.27002,6557.209961,7131.104004,6581.497559,4232.623535,4058.541992,3178.718262,4271.274414,2189.427734,3917.993164,5158.86377,2121.199951,5911.498535,5448.268555,5355.117188
Q9BS40,132623.625,132957.5469,129998.4063,133305.9531,129978.5234,127964.0859,132568.25,118159.6719,111700.9297,116690.7109,109907.1094,111929.0313,113465.1328,111135.4219,162880.0938,154668.1094,158673.9063,155579.9063,156858.7813,151913.7969,148421.6406,150782.5156,144373.1563,144152.0781,147584.8594,145115.0156,156387.2656,138921.5781,134704.1406,134577.4063,131132.9063
Q9BSL1,61624.79688,68478.17188,64473.51172,61515.50781,59783.01953,60391.98047,59279.78906,48852.69141,54279.14063,50581.86328,46899.06641,47991.66406,46938.68359,43857.73828,55904.38672,54570.06641,54474.06641,61156.42188,60456.07422,53368.22656,54742.66797,66041.00781,61063.76953,58346.53516,64795.83984,62893.26953,68105.46875,60693.47656,58066.19141,56494.08984,56343.44141
Q9BT73,9672.78125,10077.99805,9684.313477,10081.8623,11618.47852,10767.26758,10849.53516,10214.71973,9403.296875,9435.140625,9114.505859,8251.03125,8606.94043,8343.180664,11809.27148,10817.4375,11653.50391,12524.54297,10693.01367,12479.78516,10659.96484,8527.698242,8606.640625,10358.71875,9500.599609,10736.08105,10729.57422,8299.308594,9939.849609,9990.544922,11814.20313
Q9BT78,49407.16016,52640.98438,49873.96094,48806.10547,48325.76953,47213.37109,45447.57031,50171.77734,50549.75781,51455.41016,46389.90625,51450.91406,47375.00391,45507.17188,48032.08984,52588.34766,51183.17969,50318.78516,49635.80469,48502.39453,44712.07813,53823.25781,54760.28125,51888.05859,51242.52344,52070.58984,54056.6875,49756.91406,49537.67578,48560.98828,48977.40234
Q9BUH6,2450.092285,2092.723877,3069.003174,3224.752197,2364.633301,2372.616943,2604.185303,3887.636963,2138.217041,3581.957275,2505.008789,3908.26709,3803.924561,3557.683594,4516.014648,5032.411621,5024.894531,5288.26416,4212.634277,5125.603516,3878.816406,4800.833008,4441.684082,5118.263672,4535.695313,5160.051758,4068.742676,4846.460449,3171.251953,3863.770264,3783.578613
Q9BV20,4270.413086,4371.319336,4310.964844,4474.911133,4210.070801,3185.322998,4851.697754,6129.622559,7684.956543,7703.274414,6747.694336,7941.472656,7054.299316,7366.371094,5926.023926,5787.757324,5887.970703,5846.110352,6029.833984,5149.054688,5563.248535,11748.45898,11587.7041,11230.98926,11413.28516,10762.28223,10872.74512,10261.60742,7732.432617,7405.722168,7965.291016
Q9BVJ7,2685.085205,2325.330811,2511.184326,3051.342285,2564.157715,2792.618652,3097.761963,3049.161865,4002.269043,2128.879395,3183.369873,3556.806396,3344.511963,3196.288574,1285.720703,1731.61853,1741.919556,1732.755005,1750.544434,1529.684814,1756.03479,3431.068115,3222.706543,3374.891357,3141.820313,3680.170898,3507.539307,3211.901123,1671.853149,2584.979736,2645.022949
Q9BVL4,9208.033203,5844.134277,12020.6748,4922.40625,5568.19873,11278.14258,3421.056885,10572.44238,14187.9873,9001.962891,16651.2793,19083.48242,9493.597656,7881.687012,7093.578613,5729.369629,7173.454102,6603.978027,4644.290527,5950.676758,10115.77246,3893.948242,5247.436035,8403.160156,6514.815918,6891.174316,3326.703125,9500.141602,8911.301758,6024.952148,6989.639648
Q9BWD1,68030.96875,64131.50391,71316.99219,69827.42188,72425.875,75511.59375,68978.8125,73748.72656,74101.10156,72464.63281,75690.98438,68647.57813,69755.6875,75827.9375,73849.96875,76016.04688,77278.5,76024.00781,72590.83594,71900.90625,66530.89063,69110.64844,70569.70313,62979.98047,63786.42969,66246.67188,61425.19141,63416.01953,69371.27344,67594.50781,65734.25
Q9BXY5,2466346.5,2742620.5,2318778.5,2411985.75,2487482.25,2352424.5,2573028.25,1818279.875,1992718.375,1760485,1868820.125,1768494.875,1809983.125,1778900.625,1930185.75,1813691,1874639.25,1969184.125,2024118.875,2193504,2189987,1995766.75,1957493.625,2059543.375,2004030.875,2010115.375,1943882,2131320.25,1919028.75,2063521,2087576.125
Q9BY43,17757.24414,16219.43945,18049.80664,17300.06055,15512.72656,16852.40234,16365.18555,16147.8584,16606.4707,15535.80762,14865.94922,17172.04883,14746.25195,14395.91895,18391.24609,17259.26953,17763.74414,18832.32031,17866.35352,15875.6709,15751.38086,17756.67773,17199.48633,17040.64844,16632.30078,18233.5332,16719.94141,14961.55176,15922.61426,16934.67383,16051.25586
Q9BYN0,6898.041504,7312.736816,6932.234375,5478.462402,6731.533691,7471.86377,7909.389648,9523.101563,12101.10742,8758.396484,10081.76855,8531.523438,11812.12891,8607.00293,11414.24316,11877.51563,10680.06738,10263.96582,9343.361328,11111.21582,10042.48438,6840.265137,7622.741699,8289.842773,7095.491211,8631.599609,7384.098633,5592.888672,7054.895996,9986.025391,8184.585449
Q9C0C9,53145.28125,60079.4375,54797.97656,52731.12109,51824.53516,49369.33203,53233.45313,58447.25,66353.76563,58725.26563,58142.69141,58680.0625,58756.98047,53463.21094,58122.86719,59875.33984,59697.57031,58674.31641,58689.01953,57255.90234,53129.41406,52749.21484,49950.57813,48961.02344,50634.89063,48692.64453,50931.23828,46442.34766,51867.77344,54542.28906,55841.80469
Q9GZP4,202939.5469,221901.6563,201015.125,194269.9063,201835.1563,205309.7813,198698.4219,208403.7656,233300,204999.9688,206905.4375,202438.9531,212508.125,212121.7344,213436.7813,206361.0469,210784.0156,206064.125,199110.8125,201674.6563,202506.2031,219353.3125,215257.9844,213859.875,216058.75,215810.8906,222454.4531,208750.4531,202060.6875,204322.5,209167.625
Q9GZT8,28148.31055,29287.80469,28526.76758,27152.82227,26310.07031,28407.42578,28130.39648,30633.08789,33685.53125,29990.37109,29137.44922,29840.05859,30749.80859,29754.94141,29336.3125,29239.89844,30189.28516,30721.89063,29665.05078,30153.84766,29254.43359,30764.92773,30636.55859,28275.9668,31260.53516,29359.63477,30399.81836,29292.84375,29606.96094,30115.75586,28808.57031
Q9GZZ9,14423.04199,13271.20703,15503.49121,12412.89941,15099.68848,13663.28809,13749.14648,15187.94043,12585.96582,14422.84277,13978.92578,13396.8291,12718.63672,14161.90625,16473.16797,14994.19434,15541.92676,14556.13086,15064.51367,13216.45605,13058.38086,13685.53809,13092.19531,13558.65527,12462.9375,13728.03223,13840.56641,11937.64258,12769.33398,13677.00586,13089.23926
Q9H008,13018.19629,12700.37402,12776.96484,13046.06641,12422.04688,12085.7041,10936.16895,8598.226563,8910.5,9843.46582,8082.856934,8939.323242,7481.813477,8557.733398,14442.49805,12991.70801,12767.46973,13914.62695,13381.28027,12851.45703,13563.53613,14881.92285,14385.03809,13688.21289,15144.64063,14836.38965,15969.39453,14875.2998,11602.27637,12807.71777,12455.35352
Q9H0B3,4335.817871,5172.844727,4721.824219,5519.189941,4287.907227,4746.36084,3713.308594,5625.630371,4167.286133,5525.65332,4486.162598,5439.416992,6301.074707,4798.663574,8375.100586,10397.51465,8279.362305,7600.443848,9677.178711,8443.87793,9560.142578,10596.84082,10757.1416,9981.740234,10354.05078,7733.090332,6761.727051,7773.306641,7058.016602,6254.578613,4723.48291
Q9H0N5,10507.21484,11963.68164,11817.19043,12968.8418,13137.85352,12075.75293,11211.54883,14100.18555,12863.2168,10748.50195,10589.10449,11200.11035,13630.14453,11274.75,12165.51172,12545.54395,13337.20996,13816.17871,14099.67188,11251.9873,13452.11328,13421.7793,13973.07129,13073.60449,11929.05762,13733.17871,14781.25488,13269.25977,10865.0127,12892.53711,14612.52637
Q9H0P0,4258.605469,2799.850342,5641.562012,4597.094727,4578.273926,3310.235596,2248.058838,5147.228516,4091.159912,6359.955566,6683.666992,4711.945313,5792.150879,5939.977539,6448.519531,5448.780273,6317.228516,5765.79541,7383.642578,7589.263184,7135.834473,5359.115723,5831.541016,4985.987305,4575.598145,4063.400635,4815.189941,4263.067871,5262.498535,5554.041504,4725.241699
Q9H0R3,3408.069824,3859.621094,3366.456787,3325.28125,2452.741699,2705.096436,3610.554199,2836.976074,3154.929443,3190.426514,2541.2771,3133.099121,3610.4021,1941.583862,3026.708008,2070.896729,2375.975342,2507.672852,3032.189209,1976.258423,2982.737305,2773.029053,3027.042969,3161.094482,2898.231201,3191.109131,2670.369141,2081.196777,2929.252197,3999.291992,2045.630859
Q9H0R4,9625.757813,9490.376953,10255.09375,9657.296875,9003.834961,9680.774414,9914.755859,6247.398926,6441.764648,6087.774414,6503.737305,6075.283203,6730.719238,6482.553223,11237.25391,10686.65723,12102.87207,10907.01855,11794.74316,10763.92188,10688.75684,5909.358887,5787.641113,5290.536133,6176.75293,6577.119629,5710.253418,5632.493652,7086.760254,7322.563965,7492.475586
Q9H1C0,1054.418457,3247.943848,2234.539795,846.6295776,2166.577393,611.590271,1065.706055,2481.556641,5606.768555,4081.537598,4391.064453,3747.248535,2551.590332,3036.802002,NA,2032.042969,3354.393799,924.046936,1516.791382,2123.250488,2604.837646,797.7730103,3113.806396,5308.777344,2745.896973,3692.624268,2907.397461,2250.23584,2273.570801,1652.069824,2342.10083
Q9H299,63055.9375,86246.16406,69083.17969,65383.77344,63886.27734,66169.25,63391.21484,88127.91406,122943.4766,93452.01563,90063.125,90548.07031,90281.66406,90772.66406,83851.76563,87116.40625,89204.80469,92141.53906,89644.51563,82584.32031,81395.16406,96028.75781,100359.8984,93386.89063,98232.88281,105941.9844,111801.5156,96677.32031,86396.25,84590.54688,87052.30469
Q9H2H8,18169.44336,18018.0918,18124.67773,18257.3457,18220.69922,17696.86914,17480.70117,16593.91602,16422.64844,16034.75781,15288.10059,17528.72461,17422.07617,17106.55859,18219.49805,17253.70117,18381.85156,17858.87695,15597.96875,15774.39941,16011.55273,14871.39551,14479.61719,14201.55859,15720.05762,17849.68945,17698.88086,16066.79785,18430.0332,15151.29102,16424.68945
