,Subj1_0h,Subj1_6h,Subj1_6h_LPS,Subj1_24h,Subj1_24h_LPS,Subj1_48h,Subj1_48h_LPS,Subj2_0h,Subj2_6h,Subj2_6h_LPS,Subj2_24h,Subj2_24h_LPS,Subj2_48h,Subj2_48h_LPS,Subj3_0h,Subj3_6h,Subj3_6h_LPS,Subj3_24h,Subj3_24h_LPS,Subj3_48h,Subj3_48h_LPS,Subj4_0h,Subj4_6h,Subj4_6h_LPS,Subj4_24h,Subj4_24h_LPS,Subj4_48h,Subj4_48h_LPS,SPQC_1,SPQC_2,SPQC_3
Subject,Subj1,Subj1,Subj1,Subj1,Subj1,Subj1,Subj1,Subj2,Subj2,Subj2,Subj2,Subj2,Subj2,Subj2,Subj3,Subj3,Subj3,Subj3,Subj3,Subj3,Subj3,Subj4,Subj4,Subj4,Subj4,Subj4,Subj4,Subj4,SPQC,SPQC,SPQC
Condition,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,SPQC,SPQC,SPQC
Q8IYW2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47125.49609,36575.55469,44850.25,42940.10156,38373.38672,48579.08203,46259.51172,NA,NA,29182.5332,NA,NA,NA,NA,19829.70898,14559.45215,26444.13086
Q8IZ83,54930.28516,52041.65625,55164.64063,53834.16406,55653.40625,55764.13672,55198.71484,53277.51172,50280.08984,53451.0625,51574.42188,51867.16797,50702.23047,50628.44531,47581.51953,46548.24219,47399.13281,47438.85156,47370.33594,45798.46875,45197.8125,52707,51607.14844,48311.58203,49329.03516,50696.94922,52863.04688,50242.13672,49784.55469,50762.73828,49106.10938
Q8N3D4,3205.687256,3447.249023,2998.315674,2916.314941,3551.7854,3341.966553,3389.901367,3100.864746,2733.993652,3275.472168,2857.9646,2956.210205,2335.726074,3258.319824,3072.225342,3323.05957,3241.555664,3146.032227,3091.337891,3222.451416,2591.328125,2900.493652,2919.989502,2470.044189,3030.499512,2776.169189,3292.132324,2698.463379,3232.690918,3044.67334,2453.042236
Q8N3F0,1113.359009,1150.969116,1231.648438,886.0905151,1000.489197,969.3321533,838.7860718,1296.337891,1126.289185,1476.355347,1109.242554,1047.510742,1345.55249,908.0859985,881.3790894,872.5162964,981.1018066,1277.988159,1187.628662,1347.511353,976.6260376,881.7369385,934.7324829,1272.643799,1063.952759,1408.737793,1405.286865,1172.977905,1231.950195,944.7850342,854.8139038
Q8N5N7,15611.70996,17033.2207,15083.30469,19221.86914,17110.27148,5969.496094,14515.06738,12977.93457,20179.24414,20181.98047,16111.89258,15819.45801,17981.39453,14171.13184,9378.482422,17707.53516,19001.99805,16407.64453,22514.07422,14810.85449,16316.76855,7281.405762,24648.75,25907.63281,19349.83203,23649.74414,12857.01074,16592.3125,15625.3291,18898.50977,6613.831055
Q8N960,4629.290527,5039.990723,4753.853516,4363.293945,3881.977539,3974.718262,4071.675293,4488.370605,4641.818848,4151.328125,3908.170654,4450.740234,3590.227051,3176.615479,4507.009277,4044.86377,4469.987793,4444.913574,4020.979248,3509.786377,3909.126953,4084.583252,3621.65918,3483.936768,3097.422119,3696.591309,3238.019043,3297.353516,4913.942871,3549.540771,3728.457764
Q8N9R8,8068.918945,6015.218262,10238.77832,9491.571289,10571.45801,10041.30957,9035.30957,7494.786133,4411.071289,7907.257324,7330.974121,8136.708984,8700.412109,8294.918945,12981.53027,13692.28711,12639.82031,13043.85742,12212.03613,12588.39355,10681.83691,11231.43457,11749.85547,12680.63477,10591.74219,12194.91504,8224.229492,11018.49902,11988.26172,8648.34082,6092.654297
Q8NBI5,6166.119629,7758.734863,6420.22168,5549.938965,6373.163086,6162.097656,6233.374023,7305.125977,8190.026367,8236.103516,6977.569824,7338.436035,7666.863281,6906.946289,6107.95166,5824.58252,4738.589844,5803.883301,4775.662109,5884.222656,5557.658691,5818.647949,5822.495605,6254.261719,6168.116699,6017.094727,6600.396484,5727.844727,6462.135742,6583.172363,6069.933105
Q8NBX0,2929.769287,2829.373291,2322.222656,2294.969727,2350.534668,2913.42749,3192.358398,3466.132568,4268.397949,3874.654541,3409.916504,3856.635498,2858.369629,3681.438477,2188.702393,2667.324219,3254.449463,2710.323242,2301.387451,2622.762695,2132.553711,4178.899414,5334.394531,4271.391113,3827.852783,3892.170166,4031.066162,4196.194336,3224.489014,2334.105713,3276.973633
Q8NCW5,17844.98242,21146.49414,18711.63672,18323.83594,17388.48047,17915.85742,18833.63867,22244.80078,26581.59375,21780.41797,22662.5625,21287.32617,23592.61914,23713.46484,20725.71094,19537.61328,20705.55469,20485.70898,20262.20313,19501.01563,19217.13281,23564.19727,21001.92578,20809.44922,21788.75195,22624.45703,22796.98242,21597.89453,18823.67969,19761.01367,20775.64063
Q8NDV7,80866.02344,49277.48047,75164.5,87847.5,95734.625,75232.33594,96164.32031,47434.97656,25819.71484,43281.67188,50748.36328,61984.625,74510.78906,61326.12891,47645.09375,50870.41406,47728.8125,50204.07422,60118.64844,64235.36719,64469.97656,44071.75391,44232.65234,48599.92578,52839.60938,56364.30078,58309.43359,64670.19531,59090.46484,57700.60156,58254.00391
Q8NGZ2,80960.66406,82314.46094,76779.98438,74595.89844,72251.75,73960.24219,70855.48438,81207.16406,86262.28125,80578.98438,78723.17188,79615.01563,73490.66406,76355.05469,89380.16406,90198.02344,89607.89063,82529.22656,84369.86719,75931.85938,77866.52344,84678.71875,86676.57031,81511.9375,79598.25781,82206.78125,79652.49219,75312.89844,78952.19531,77603.17188,79492.67188
Q8NHG7,16136.83301,15892.31055,16354.56055,16798.25977,17455.31055,15499.2207,17877.9668,12445.56543,16652.14844,6780.642578,13877.66992,13106.37695,14630.51367,13414.03125,14836.3252,14999.09863,13830.69336,17326.82031,15773.83008,13647.44824,15487.29297,14790.83203,13881.81445,14372.19824,14976.70117,9741.917969,14121.3584,10750.11719,12678.64551,14351.61719,13942.50098
Q8TAC1,17338.85547,8517.206055,19760.66211,18622.71875,19277.17969,20565.61523,17993.04102,20383.75195,12282.9541,20508.72266,18797.0957,22240.3418,19278.17578,18772.65234,19518.40039,18438.43945,17153.04492,19025.58594,17291.87695,18201.38477,16286.00684,21194.75,20421.92773,19923.79492,19147.39453,19631.37695,21205.13867,19696.75977,18377.64844,18876.67773,18265.85547
Q8TBC4,5050.659668,4555.530762,5906.934082,6610.929688,4150.293945,4958.379883,4876.205566,4170.558594,3847.011475,5496.658691,5006.828613,5184.195313,4678.186035,4732.621094,5345.363281,5209.00293,3652.460205,4926.858398,4644.74707,4510.928711,4490.109375,5519.458008,4855.431641,4949.987305,5055.749512,5319.777832,5055.787109,5059.31543,5330.272949,4859.302246,3816.591064
Q8TC12,NA,736.0509033,NA,NA,NA,NA,NA,NA,1725.167603,NA,801.0859985,1441.808716,NA,699.4039307,NA,NA,NA,NA,NA,NA,NA,NA,801.1014404,1249.987549,357.5520935,398.1616516,NA,576.7349854,NA,NA,617.6376953
Q8TCA0,3611.209961,4200.509277,4028.586182,3802.335205,4460.314941,3958.891846,4324.172363,4305.146484,3715.759277,4156.692383,4045.648926,3786.047852,3958.091797,3800.387695,5620.069336,5176.461426,5461.405762,5267.625,5684.18457,4955.627441,5484.116699,4613.253418,5078.430664,4525.616699,4214.083496,4104.766113,4733.615723,4422.831055,3379.088135,4245.658691,4606.370117
Q8TD55,59235.75391,39277.98828,63592.34375,67502.42188,69416.29688,79133.75781,69341.42969,64219.88672,42158.3125,64523.25391,65171.25781,76355.9375,71792.8125,83539.09375,66005.10938,75120.11719,74354.84375,71764.125,71255.08594,66508.15625,75088.16406,70745.89063,86946.76563,75931.69531,76754.5625,82604.28125,81718.11719,84763.35156,66299.53906,71758.6875,78496.73438
Q8TEB1,1980.478149,1445.354126,1806.846069,2450.074219,2415.687256,1748.155396,1644.28064,2597.585449,2996.975586,2766.230225,2696.67041,2679.768555,2414.523438,2706.809814,2638.659668,2945.462158,2651.14917,2483.494873,2412.632324,2627.074463,1906.94104,1672.907837,1765.865723,1175.416382,1496.111206,1756.503418,1831.11084,1464.686401,2284.948975,1825.274048,2036.387817
Q8WU79,183933.6719,133759.125,182897.4688,182344.5313,204525.8594,182045.9063,186710.0313,183132.9531,184383.3281,196060.0313,161475.7813,193749.7188,209129.5469,209896.6406,193591.625,188149,187889.6875,176429,173300.4063,172803.4063,192087.7969,181702.9375,132497.6406,189451.9688,167759.1875,139030.9219,139035.75,143336.375,165973.3281,115712.3281,197950.6563
Q8WUD1,4250.481934,4888.118652,4313.447266,4562.203613,3889.45874,4913.120117,3140.080811,5981.348633,7008.799805,5326.458008,3368.84082,6501.640625,5442.595215,6088.068848,3361.503174,4034.818115,3627.066162,3868.881836,2935.747559,3685.578857,2272.11792,4070.731689,4473.9375,4791.412598,4014.673584,3742.905518,4983.083008,3781.104492,4578.465332,4240.875488,4053.430908
Q8WUM4,52023.04297,51634.98047,51836.61719,48696.49609,50062.01172,50030.63281,49417.39453,43376.75391,46461.16406,44657.40234,42934.29688,44319.50781,43823.8125,42609.07031,50045.04688,49775.54688,50335.47266,50802.55469,49693.75781,45994.21094,45799.57031,46596.53906,46010.01953,44116.93359,43845.98438,46760.53125,44626.76563,41205.05859,47078.79297,47110.28906,45869.17578
Q8WVJ2,20423.04297,19875.88281,19685.55078,17481.14258,18185.71484,18162.4707,17731.69141,19995.06836,20141.15039,19565.16406,20405.62695,20159.39453,20779.55273,18649.74023,19952.95703,18818.10938,18172.53125,19096.21484,20702.90039,18093.49609,16036.25781,22035.19531,19591.96094,19774.64844,19220.61719,19774.05469,21462.86523,17271.83203,17955.91406,17444.16992,19407.07617
Q8WVM8,5739.091309,6096.73877,5625.372559,5184.575195,4746.362305,5041.678223,4752.437988,5636.415039,5217.740723,5884.466797,5376.608398,5102.246582,5709.420898,4841.950195,5123.228027,7140.941895,5649.925293,5790.951172,5858.553711,5089.766113,4097.583008,6087.383789,5920.375,5808.562012,5354.630371,6240.794922,6126.143066,5312.859863,5033.609375,6076.608398,5707.175293
Q8WW12,5198.32666,3296.846191,3487.16626,3784.810059,3863.537598,3301.618652,2853.843994,3636.110596,2572.560059,4036.075928,3219.644043,3508.652588,2361.92334,3717.470703,2284.168213,1539.04126,1552.113281,1635.270264,1405.671143,1677.707764,1338.728516,2465.864014,2013.154907,2562.125,3021.323486,3193.890381,4561.841797,3932.067139,5015.172852,3782.758789,2822.391846
Q8WW22,12236.38965,11335.62988,12589.47656,12139.38574,12172.93359,12516.83398,11404.58984,11632.22949,8857.901367,11667.68457,11701.12988,12149.57227,11250.29492,11622.30859,9404.077148,8778.237305,8791.113281,9050.96875,8995.283203,8211.527344,7798.498535,11700.82617,11976.09473,11431.65527,11378.8418,12085.15723,11619.0498,10670.21191,10724.5625,11471.66992,10107.91309
Q8WYA1,749.2904663,832.1751099,651.4031372,766.2976685,NA,508.2593689,141.8825073,698.3734131,786.041687,NA,564.3745117,NA,1143.200562,1471.587402,808.5669556,226.460495,1601.678467,857.2131958,NA,1684.737915,167.7230835,1667.823242,370.505249,964.3091431,1582.078735,1500.950317,NA,NA,NA,NA,890.067627
Q8WZA0,7019.55957,7598.830566,6497.556152,6923.480469,5704.006836,6899.564941,7017.841797,6504.967773,7886.712891,6920.416016,6771.869629,7411.147461,7313.350586,5656.929688,8141.794922,8590.933594,8549.017578,8364.68457,7954.84668,8078.328125,6440.064941,8464.490234,7811.016602,7377.907227,7702.138672,9047.125977,8142.210449,7432.543457,8226.830078,7756.427246,6623.751465
Q92526,41529.00781,38831.47266,34987.64453,36753.66016,37864.30469,34956.51172,38131.28906,54467.99219,56166.43359,53816.95703,52857.87109,54807.59766,59376.12891,58436.66797,58622.14063,55705.48828,54972.63281,54715.06641,55381.25391,51062.98828,47405.9375,46491.4375,42889.70703,47773.03906,43603.05078,45865.32813,47785.71484,43949.42188,46855.64063,44331.79688,51057.47656
Q92530,174091.6406,183447.8281,174335.375,171796.9688,166716.9375,184838.6875,176579.5781,180039.1406,195944.8281,187938.7344,174651.2813,178866.875,194669.7188,183865.2344,184559.6406,170565.0156,180992.6875,168956.1875,169710.6719,173644.4688,174699.6875,163137.1875,168944.5625,159408.9219,168735.0313,168257.3125,169826.1406,162804.5156,171052.4375,179066.5781,164653.3125
Q92539,NA,NA,1889.791748,3178.532471,NA,2418.632324,2226.723633,1325.349121,NA,NA,4347.742188,3397.479248,6311.847656,2297.947754,NA,2717.696045,NA,7171.154297,5602.891113,5592.943848,5711.78418,NA,NA,1331.766724,6285.258789,3576.108887,7562.949219,6279.500977,1403.602661,4170.922852,1474.940674
Q92783,11551.66602,7928.775879,10510.89746,11713.6543,10338.58789,12820.4502,12228.30078,11709.6582,8946.783203,10893.48047,10537.45898,10357.13379,11201.68262,10767.92188,10376.59961,11444.15527,9537.078125,11004.6377,12529.3916,10487.49023,10093.06055,11583.31934,11268.125,9423.420898,10257.3916,11670.34277,10528.53516,8071.149414,10732.03418,11988.41895,9868.756836
Q92785,21292.41406,18672.02148,26336.63672,27839.9082,26018.47656,23402.91992,29127.3418,25735.79492,20668.11523,30709.84375,30370.85156,26377.90625,26988.31055,22831.44922,26152.46094,25686.39063,28263.70703,30049.85742,26686.9375,27388.47266,22867.2207,25251.23242,27937.94141,25793.01953,27115.76563,26100.13867,26698.16992,21072.29883,24146.53125,25417.88867,25137.55078
Q92820,9872.697266,8739.132813,11666.17676,12296.19141,11675.21387,11836.5957,11026.48926,10044.36914,11035.01172,11012.28223,9664.712891,11508.2207,11931.52246,7753.320801,10084.80273,8513.413086,10218.09277,7294.27002,NA,9972.341797,10194.96094,11405.04102,10025.55371,11178.0752,11936.85059,12245.93652,15037.45215,13031.875,12632.27344,11005.39355,11194.1582
Q92835,41102.43359,49634.48047,39534.36328,44538.82031,47640.69922,31481.125,40205.89453,38763.8125,45153.34766,36630.44141,32206.9668,27231.4082,27526.97656,14905.9541,NA,14272.57813,41513.8125,47355.81641,42369.1875,52364.23438,19674.77734,43105.91797,40894.71875,46262.15625,43701.0625,37048.95313,34061.13672,25745.45703,44692.87891,44159.94531,35821.4375
Q92882,6778.928223,8799.305664,8084.293457,6546.304688,7041.789063,8052.480957,7610.123535,10650.91211,19065.17773,7871.505371,12170.12891,9804.474609,14083.99805,7530.02002,8888.386719,11009.32715,11501.03418,10691.49609,11614.0625,9927.507813,9507.485352,9057.052734,9707.026367,7083.366699,7471.089844,9508.516602,12578.27148,14242.88281,9354.036133,8436.267578,10928.99121
Q92905,23445.56836,23322.41992,23397.16016,22883.375,22516.89063,22654.01563,22848.0293,23586.30273,24405.92969,23824.875,22380.74219,22436.54883,22603.31641,21073.62305,23797.53906,24999.38672,21916.38281,25479.01953,22760.07813,24120.88086,21559.91992,25815.85156,22996.52539,24921.49023,26134.4082,25153.50781,27378.17578,22005.29492,22181.01172,23966.03906,23987.44141
Q92928;Q9H0U4,28437.6875,26977.70703,28410.20313,26269.54492,27775.50391,24656.29883,28096.76367,21118.9375,24231.83789,27215.47852,22737.54492,27346.54492,24973.12891,24730.72461,25568.93555,24678.44141,24509.71484,26546.45508,25840.17969,23338.2832,25315.96289,21449.07813,27200.50781,23978.23047,22569.53711,23744.4707,20491.91602,21693.41211,27452.51953,23385.24023,19886.0332
Q92930,17965.87109,22179.92383,20095.36914,19197.03711,17492.78516,17783.42969,20496.23633,17801.35938,21088.79102,19947.77344,18091.19727,18644.60938,19071.28516,15811.72266,16720.26563,17333.18359,18919.98633,17514.19727,15187.28418,15715.7334,16774.42188,15222.29297,17645.44922,18739.11328,18014.50391,17417.57031,16120.24121,17686.85938,17604.29102,17500.42188,17473.00977
Q92954,8005.623047,8840.415039,8926.308594,8533.491211,9684.507813,9599.486328,11185.67285,5697.777832,4942.766602,4574.923828,4263.837891,4680.572266,3261.874268,4708.864258,5613.916992,3899.116943,3153.466064,3934.473633,3706.648193,5169.63916,4453.714355,5664.05957,5634.64502,6417.763672,4986.157715,4961.999023,5253.787598,6594.265137,6246.58252,6054.510742,5786.49707
Q92973,8726.879883,9097.535156,7649.249023,5995.628418,4847.5,5420.259277,7683.359375,10596.9375,10025.875,11356.57715,9633.311523,9004.53125,10958.73242,9047.479492,7611.849609,9075.170898,8500.643555,8014.237793,7316.559082,6872.757813,6287.155273,6422.87207,8026.151855,6905.563477,6772.014648,7622.321777,8210.250977,6171.027344,8630.515625,8519.289063,7797.031738
Q93008,18712.42578,19713.30273,17655.54883,17455.89063,17304.49805,16379.26367,16382.47949,15526.73926,16122.3418,15234.04395,15275.21387,14399.88086,15078.21289,14108.67676,16628.57227,17665.21484,16763.53125,16549.44727,16818.57031,15841.3623,16583.72461,18368.48242,18244.98242,17559.22852,17589.80078,17827.36523,17115.7832,16138.12402,14800.55664,16205.42871,16279.58105
Q93009,3274.394043,2670.62793,3012.168701,2512.624756,2762.763916,2619.322021,3341.749023,2551.105469,2714.176025,2734.636963,3238.437256,3052.548584,2399.63208,2637.637207,2704.313721,2180.368408,1861.056274,2462.586426,2026.335693,1899.176636,1921.485962,1505.225342,1985.900024,2553.301514,1604.466553,2286.457275,2015.70459,2406.771973,2881.985107,2638.764648,2358.719482
Q93034,1600.310059,2900.855225,2350.902832,2110.518799,2370.724365,2858.366455,2420.703125,3636.332275,2492.630371,3060.635498,2965.19458,3164.900879,3213.956543,3334.901611,3460.820557,3892.518799,3564.150391,3222.727539,3367.557861,2740.067627,1742.828491,3394.292969,3690.014648,3163.975342,3256.724609,3048.727783,3838.727051,3387.522705,3069.881348,2877.969727,2765.484619
Q93084,1941.546875,5301.682129,5384.90918,3914.167725,4240.613281,2236.35498,3939.558838,2527.989502,4495.674316,3451.307129,2889.094482,4233.260254,2119.272217,3134.587402,NA,3751.68457,5706.987305,4121.230469,3042.267334,2167.455078,3987.612061,4052.448486,8714.369141,10555.98535,6834.317871,7732.042969,5218.470215,7919.944336,4901.242676,5007.133789,5383.664551
Q969K7,27015.26367,24856.93945,29484.31445,33801.33203,35141.89844,30943.55273,28615.99609,31347.91016,34648.78125,39048.45313,29759.38086,28863.9375,36598.16406,43871.41797,15983.36816,17616.95703,11797.8252,12263.80469,11710.19043,19819.42578,23383.46094,10558.61035,18548.17969,23491.28711,24839.33398,22224.82031,20318.53125,20329.33203,20554.875,30959.86523,27469.11914
Q969R2,3248.551514,6390.073242,5701.337891,6490.728027,4904.73291,6153.265625,6807.75,6351.850586,6421.059082,6513.230957,7743.486816,7816.769043,6957.629883,8003.048828,7311.602539,5852.087891,8963.569336,6581.997559,8707.442383,8339.425781,7459.035156,7770.862793,7949.316406,5316.083496,6377.327637,7122.308594,5581.587402,8070.884277,6673.270996,5226.652344,8777.511719
Q969T9,66500.28125,54361.89844,63714.92969,62707.61719,61539.00391,61486.86719,66568.15625,62897.48438,59799.11719,62345.30469,63958.44141,65706.03125,63271.74609,62623.20703,83453.20313,82028.64063,82245.02344,83429.17188,80173.17969,77000.03906,74907.28906,67729.07813,64956.11328,68788.79688,69062.51563,69846.3125,71835.11719,71006.85156,66942.38281,67073.14063,67628.76563
Q969X1,36040.85547,38121.07813,38719.86328,33011.86328,32889.06641,34091.52344,37980.62109,32597.08789,43948.91016,30626.69531,40026.33203,34768.33984,37390.59375,37905.85547,36508.43359,40054.875,43992.77344,44026.23438,43106.875,46194.05469,40588.33594,38509.44531,42939.76563,43700.30859,40765.48047,42735.92969,43443.99609,42973.13281,38934.79688,35843.11328,37588.05859
Q96AT9,9759.52832,11318.80371,11625.7627,10161.41602,11354.92383,11638.70215,10749.59277,11442.48047,11356.72461,10926.01953,11724.99805,11521.47559,10077.09668,11183.66797,11194.90723,11118.30078,11266.91113,11012.16504,11229.49219,11922.31055,11900.70996,8681.280273,9074.922852,7881.979492,10231.24805,8812.165039,9558.703125,10552.58594,10049.38574,10838.21387,10804.50293
Q96BJ3,10922.50879,12343.26465,10745.21484,10223.78809,10558.69727,10439.50684,11363.81836,10432.01855,12467.07129,10989.3418,10778.44434,10770.0625,11328.21777,10856.70898,12078.98242,11244.83691,11418.89355,12275.94922,11859.71875,9501.862305,9477.451172,10682.67188,11151.8916,9995.474609,10467.52051,11348.61914,11028.15332,9965.202148,10083.63477,10791.96973,10540.60254
Q96BN8,1915.976807,4836.660645,3639.390625,4704.559082,4903.169922,2938.937988,5013.644531,824.9499512,NA,1746.192017,3998.992676,2707.60791,985.9788208,837.2843628,4352.755859,6370.689453,4780.013184,3721.006836,2877.054688,3656.547607,2809.032959,2612.344482,2652.21167,2641.75415,3406.574951,3834.565918,4380.507324,3605.193359,3702.459473,3677.340088,3921.942383
Q96BR1,18276.07031,18045.56055,18016.01172,17565.62305,17199.43945,18180.68359,18419.36328,17834.61914,16761.90234,16836.49805,17033.94141,16837.2793,17160.35156,16352.67383,18519.36719,18684.13672,19891.29297,19577.06836,19182.29688,17825.76367,18429.16016,20464.28711,20347.26172,18760.53516,19371.90234,19910.49805,19363.91602,18262.06641,18936.32227,17285.69531,17872.43945
Q96BZ8,12453.39355,17897.0957,12110.71973,NA,11380.69141,10171.33008,13384.71289,12353.86621,17711.60938,NA,11501.06543,11830.24219,11724.52148,11665.07324,13283.60645,11461.96387,11339.21582,11245.73242,10196.98438,9522.996094,10551.45508,9981.3125,11415.37402,10178.1709,11044.76563,11105.05566,12713.53125,9327.950195,12235.45996,10670.09082,12169.26074
Q96C19,NA,NA,NA,NA,2783.615723,NA,NA,NA,NA,NA,3457.092285,3250.111084,NA,NA,2659.317139,NA,2932.002441,2673.626953,NA,2594.234619,NA,3764.565186,4771.321289,3658.904541,4723.840332,4505.59375,3728.650391,5116.305176,2762.083252,3117.543701,4191.339844
Q96CD2,7769.329102,5838.271484,3708.05835,6313.608398,5612.668945,5375.834473,6371.321777,6420.953613,7256.767578,5628.400391,6076.191895,5982.379883,5328.063477,6891.146484,6880.258789,7086.570313,5184.270508,6858.248047,6814.058594,6422.717773,5857.980469,10368.49902,10565.77539,8493.583984,8127.8125,10316.61523,7680.916992,9574.810547,7198.211426,7847.628906,6958.360352
Q96CN5,1892759.25,1154488.375,2202854.25,2235042.75,2147955.25,2146210.25,2056201.25,2440804.75,1251322.875,2382969.25,2393752.25,2352551.25,2397132,2309455.5,2633054,2721727.25,2594762,2818573,2732089,2391122,2314637,2245979.25,2355706.25,2139453.5,2155622,2343458.5,2311738.75,2075491.125,2211634.75,2124643,2387550.5
Q96CV9,7768.073242,7265.609863,6925.143555,7314.480469,6518.052246,6504.935547,7182.845703,6992.652344,7942.010742,7136.54248,7269.928223,7040.813477,7113.307129,5951.772461,9343.525391,9566.631836,8545.389648,8344.788086,8419.62207,8069.695313,7965.351563,8543.611328,7779.674316,8316.352539,7686.80127,8412.894531,7727.071289,7804.166504,6686.570801,7094.922852,7123.008789
Q96CW1,13264.44824,16304.54297,14688.80469,13809.13965,16335.76074,15954.71582,14372.45215,12914.51172,14779.48926,12886.78711,12524.85645,13430.26172,14024.72949,13673.80762,13089.58105,14551.90234,13807.23828,12840.18164,12736.57715,13536.66309,13545.74121,11637.31152,11947.37402,12325.91797,12040.40918,13248.89258,11751.91309,11119.41602,12659.49023,12763.0957,13562.45313
Q96DG6,21254.44922,23122.91992,22386.35352,21981.30859,22239.69922,19875.72656,20280.78906,4559.67627,5699.360352,4937.761719,5898.381836,6651.453613,5186.562988,4563.573242,18800.45898,17068.03516,18045.33008,18326.17578,16388.60547,15298.90039,15627.77246,23047.97461,19484.04883,20668.36133,22426.85547,20970.26172,21180.90234,19108.24414,16794.43555,16632.90234,15891.58301
Q96EP5,5537.424316,8347.811523,8723.829102,7302.119141,8464.303711,7234.841797,7640.394531,8023.279297,8432.160156,8639.191406,8544.583984,8950.733398,8947.444336,7514.717773,9951.189453,10028.375,9936.797852,10350.76758,9111.430664,8621.412109,8231.579102,9464.8125,9178.15918,9078.141602,8429.05957,9054.145508,9043.319336,8614.118164,7428.220215,8731.691406,7939.787598
Q96F85,66685.34375,66043.3125,67355.01563,66477.60156,65553.28125,63907.9375,63719.39844,65839.82813,66980.39844,66348.88281,64565.53906,68084.96094,67374.76563,65862.42188,66560.4375,68666.57031,64812.06641,65555.36719,67530.48438,62588.23828,65805.70313,62918.00781,60809.11719,58165.28125,61335.90234,58932.47656,63123.90234,62077.94922,64651.8125,63645.87891,63066.93359
Q96FJ2,17649.04102,11681.93066,19969.04688,19936.48828,20665.50781,20859.26172,19512.06641,17572.10938,8983.024414,18269.36719,18484.13672,18311.26758,19269.2793,19045.40234,18697.25781,20811.25391,21220.62891,19784.04102,20066.15039,19290.11719,19119.29883,20774.80859,21984.98438,21301.26172,21372.70117,21831.50977,19737.82617,19736.26953,19693.07813,19090.96875,19260.67383
Q96FW1,19067.58203,20791.73828,19514.48828,18086.14063,18860.44531,16724.12695,18228.81836,20209.35742,21650.63867,20283.12305,19835.6582,20548.17578,19777.01172,17929.3125,19845.1875,19421.31836,19123.61328,19770.88086,19566.66406,18302.0332,18155.62891,19626.13281,17413.55273,18934.74414,18719.61523,18621.39453,19153.12109,16111.40723,19566.56445,19110.51953,19215.39063
Q96G03,37631.51563,41527.45703,39279.75391,38269.52344,36488.82813,36086.28516,37804.78906,40959.92578,43495.60547,41879.73047,40307.66406,40270.57031,39571.80859,39140.57422,40513.94922,42787.45313,41825.64063,41197.12109,40639.86719,37760.64453,38649.32422,39409.94922,40009.82813,40882.98828,39478.92188,40915.66406,40472.01172,37548.77734,38887.79297,40311.3125,40495.83984
Q96GD0,29205.73633,22916.23633,29641.1582,28434.79102,27725.55273,27343.9082,26737.02539,33423.33203,28700.88086,31565.20703,27747.57617,29502.69141,29477.54102,31900.47266,33575.24219,32746.10742,33818.97656,32042.42383,32355.82813,30804.28125,29699.29297,34109.89844,31266.04688,29232.75977,29460.625,27014.89258,30217.58789,26357.31445,29810.54492,27709.91992,28775.30664
Q96GG9,33352.29688,33629.50391,36406.77734,34691.27344,36535.59766,31648.37305,32907.90234,33392.88672,33939.07422,32988.48438,36400.33984,34584.26172,37904.3125,35458.97656,34948.70703,34962.15234,33072.11328,33072.39844,31430.80469,35163.23047,32506.4043,32588.2793,33383.42969,32656.09766,38205.60156,38477.06641,36382.31641,35656.22266,35792.69922,32417.06641,35442.50781
Q96GX9,4123.808105,5053.55127,4205.408203,4619.950195,3752.443848,4431.273438,3623.648682,392.3513184,1110.019165,297.5904236,366.7309265,584.1124878,312.9964905,515.343811,3871.878906,4325.129883,4203.412598,4924.833008,5255.391602,4625.037598,4637.202148,7212.626465,7662.95752,7191.539063,7901.941406,7622.463379,7293.313965,6300.03418,3881.363037,4418.079102,4345.546387
Q96IJ6,8944.924805,8382.814453,8762.665039,7072.694336,7735.953613,7883.685547,7512.240234,8638.585938,7373.545898,8081.249023,6713.191406,7192.565918,6567.600586,6769.460449,9184.257813,8596.424805,8694.44043,7989.780762,8169.54541,7901.971191,7302.82373,8190.445801,7401.456055,7617.578613,7114.425293,6541.380859,7562.535645,7144.07373,7191.180176,8320.025391,8260.382813
Q96IU4,35935.79688,38924.69141,34490.97656,32226.76172,36140.91406,33627.25391,35014.96484,36740.33594,38966.375,36400.28906,36944.83203,35323.71484,36823.07422,34484.94922,42916.89063,42510.65625,42900.95313,44045.71875,43945.85938,38111.9375,39907.38281,44030.21484,42857.02344,43837.65234,43157.39453,42945.54297,43759.20313,42709.01172,40782.19922,37479.95313,38382.78516
